8071 24849
2414 401 -891
8042 3224 -834
7878 3045 -469
6228 2294 203
2906 2855 -341
2010 3492 -902
3625 688 -803
1158 4193 -313
3606 7788 -626
6270 278 425
3171 6878 -691
4207 7479 -726
6393 6048 784
1095 2935 625
4854 3390 663
286 1180 -42
4449 2146 -159
3461 7096 -928
2249 7350 -317
3126 3339 236
4032 5200 660
3398 1597 316
3320 3323 805
87 5703 265
3510 5911 136
4339 599 581
7684 280 629
2053 5204 855
1017 4072 -606
2522 1218 -907
2593 2889 517
3156 6829 -269
2374 5817 -952
4529 5551 -238
3954 924 757
4520 1815 -489
3570 4867 308
160 897 862
2636 7282 -94
4658 5485 979
7195 4220 588
3971 5993 650
5570 6506 740
3264 4735 -198
7738 317 140
7352 4923 -681
6966 5531 761
200 5385 -488
7543 1573 -616
5376 5549 -872
5777 6787 733
5754 2352 200
2196 2456 860
2508 4600 861
7981 4399 135
4618 708 -274
126 4381 216
1184 3789 -374
162 1353 -971
7757 4998 562
3882 2554 330
728 7576 -552
4174 1205 719
1529 6575 91
4984 2204 124
506 2644 -753
1813 1433 -376
7840 2854 864
3302 7853 -558
1676 3972 -138
3529 924 -251
3725 1576 -698
3786 2721 -879
5764 6769 5
6591 300 578
2560 2621 529
6659 5464 -823
1323 2191 339
5474 2529 642
6113 494 638
1093 580 419
156 220 525
827 4125 790
1927 817 746
1325 5378 644
4561 6814 871
5534 1632 -850
5067 3045 -674
3144 4293 -194
1903 332 -815
1581 8032 -380
7761 2675 202
3934 2747 -598
1969 1326 894
6712 2707 42
3300 3606 -882
7827 2173 912
3968 8025 -579
7937 6421 749
7331 7471 378
1656 1093 713
1273 3352 607
4327 3738 -660
3770 7924 286
6441 1255 152
510 367 -2
717 2668 -182
7571 1217 -583
4832 6308 -554
5402 5121 863
1923 2684 -644
5022 4551 746
4083 5613 -381
2889 7072 246
312 7606 27
5250 3282 806
2951 2157 -458
2175 5387 -281
933 5765 -313
666 6275 361
7739 5165 107
5775 2667 954
2624 4403 724
728 6829 521
2654 7515 66
5546 5281 -304
411 5535 417
4745 2485 -873
1110 693 528
5591 5749 -78
2227 7110 -311
7862 5441 -66
3928 163 -27
3353 229 233
6462 3810 16
3841 429 -974
3873 1445 968
969 4055 -391
1068 3491 975
1938 5083 -724
3698 4024 -607
7846 2793 878
3414 2333 645
2699 4556 -951
6864 1996 -861
2591 5777 -99
2186 1547 208
4542 3871 -9
6652 5903 -80
6638 4612 -406
4886 3307 576
11 2867 619
1992 5831 977
4121 6339 878
876 647 737
7720 95 345
5867 3581 354
694 3279 241
1938 3897 -688
1990 3723 322
7049 5168 693
3193 2800 892
2398 291 -582
6220 2772 -507
884 3258 -70
1064 1795 780
6731 7626 515
5141 6415 -372
2791 6059 -861
4339 4003 819
5866 7265 -502
5509 6796 -919
2892 4661 723
6304 3687 224
1023 124 685
4316 7492 385
5780 726 -870
6013 2246 -305
3712 7032 -175
2455 3522 234
150 426 -339
2660 5250 -452
5601 4645 506
591 4457 -714
4395 6284 608
5808 2677 -362
1238 6876 -611
6056 3591 -87
1635 8028 550
5831 5190 245
7535 7052 657
765 6474 -738
4121 4145 761
5631 2353 380
7591 6839 -916
5264 580 -439
7600 4035 -941
616 123 -234
4811 7973 -991
3288 3011 -595
280 1506 74
1218 6310 645
5355 2224 -751
5408 1791 274
501 3683 -157
7456 1972 456
2300 2043 985
6462 4742 -438
2765 3241 -576
1771 2540 508
35 4708 240
506 2824 598
826 6921 60
4771 8029 892
4898 383 -180
2231 4537 746
4309 5890 -546
6051 6755 -871
1237 6058 979
7586 5003 925
1964 6984 -149
1104 5317 297
292 1725 811
6727 2894 -486
5232 1920 472
3234 5625 663
6535 5804 430
6123 3194 -246
7938 1701 -260
7915 7399 -922
3865 6169 -338
3029 2673 58
6215 543 -683
3576 6844 -112
237 4610 -194
7766 7657 -174
5297 6586 209
4161 2950 68
3267 4159 800
7732 5507 669
6305 6284 495
6860 7393 -341
2229 4813 263
6694 1411 -611
3106 6808 -417
7084 1123 -314
6094 583 857
920 4835 650
6187 2321 753
2238 826 546
2602 6616 -111
3871 2615 -584
1804 3338 716
2973 2103 -87
5114 1602 -615
3615 4358 393
5409 2665 727
5338 2793 -849
2298 4065 32
2091 4511 -968
3862 1777 985
3220 7838 291
5971 1805 826
6366 1437 -262
4675 1270 911
3584 7549 916
2198 509 252
6856 1951 -237
3501 5530 -16
2150 4144 209
6065 7063 -900
7793 1249 -996
3391 8059 -857
5634 3938 790
289 1683 -420
3358 4145 347
787 1618 108
144 1600 838
6032 6419 796
2880 6471 -566
6516 2768 851
4437 1303 -191
1555 1909 -960
5182 4845 -634
2487 4750 -705
6918 6729 523
4299 7691 -220
6916 2002 136
582 7231 -705
594 5988 971
6886 1680 704
7053 300 961
6016 2447 288
4733 6341 843
489 5318 819
88 4448 -224
3338 6295 -374
3946 6113 185
2954 6010 -289
1323 3638 261
412 1348 -623
2806 4716 -443
124 1522 567
2425 5910 -948
7214 1224 751
2591 360 773
5404 3879 693
5619 1713 -819
2675 2101 -410
4434 4511 -614
4801 1796 598
5987 765 -904
1028 2982 -677
218 3449 319
5846 142 876
5241 5754 -429
7241 3044 539
4844 7466 -431
1408 2252 198
6827 7043 211
6412 366 -820
210 3202 919
5873 150 -720
6252 3278 585
193 3784 896
6908 6335 -546
5992 7009 1
5041 2436 929
5308 8058 -517
6180 6358 893
4048 877 -832
2029 8005 62
1252 2905 -969
3681 4045 -352
6778 1010 -437
2766 6845 501
5588 5619 218
941 145 -482
4344 582 -282
3984 6308 659
6333 7270 211
4333 466 -424
157 273 -408
398 5174 -855
4406 4625 -284
3038 7036 -607
7856 3167 261
7857 1745 886
2809 1235 994
1512 950 965
3782 2253 -776
496 6108 415
2490 73 228
656 5992 -434
1205 156 772
4682 7040 893
4656 2629 398
7177 5929 -115
1482 879 976
3729 1700 -827
4728 5578 127
2741 7069 -242
885 6346 863
3409 548 -844
6206 5102 -273
1130 2762 2
937 749 -468
7472 7183 -994
5061 2925 34
5096 4389 -633
2388 2251 19
7663 4715 -954
5862 2536 -941
4984 2183 97
5508 4785 693
894 7301 728
1516 7126 757
860 2046 450
926 5130 -751
5388 6832 181
86 6968 -412
4905 324 -678
4134 3999 -308
6414 7505 673
780 341 -145
2367 609 144
5400 1666 -546
5664 1205 376
3041 6427 916
7108 7274 -364
984 5050 511
2218 1669 271
7913 4674 247
3534 6694 -497
2107 1880 842
1689 4608 -976
4338 652 -411
1984 737 751
1179 5656 430
7262 6388 411
25 6171 520
1203 4083 126
3928 8069 354
5204 2447 -694
7474 7677 -697
612 1094 -824
6669 7113 867
4634 4365 -482
675 1259 -384
6069 7370 299
95 6964 -843
2850 4082 257
2105 330 704
522 8019 -535
5311 3795 -770
5018 6808 -876
3398 4940 240
6709 6012 -165
683 5462 -66
4138 1804 850
4234 2430 773
4084 6360 216
2275 3006 376
4210 4707 1
3515 2828 -599
2452 1957 -224
4907 2949 -267
5048 7945 -837
1468 5875 -569
4503 1673 -814
5039 2331 688
4662 2842 -373
2872 2207 869
4063 3464 -7
708 3549 686
2962 5933 753
5765 7176 649
5218 3909 -426
4598 6008 -848
3365 3308 164
7170 1035 580
4693 7320 201
7776 2236 214
2500 393 -320
1466 7420 676
5228 4315 -621
69 4939 184
1896 2260 970
3996 6348 195
6331 6821 216
6814 5346 73
1749 3451 -122
7656 630 -228
1285 6602 -37
3248 3639 -350
4640 6966 -593
6018 7961 -170
2987 5463 -473
5332 6656 -319
6855 4092 181
4465 5320 429
3106 2378 184
4038 691 -805
6462 7273 540
1832 2103 68
2187 4111 524
6920 4183 967
3227 473 -907
495 870 -868
7520 5365 184
1302 1952 41
5068 2088 -480
4795 3799 -142
3206 3007 -594
683 2452 565
633 3777 49
6992 6326 -726
7321 6433 97
1301 3094 275
3670 1376 718
5058 3588 -193
3946 6937 136
3109 1503 -470
3778 5609 898
6948 8053 447
7412 3654 -664
1157 3690 -302
7960 6201 548
3319 4516 -196
4458 4721 916
5097 5083 -486
5936 6808 459
2122 1728 811
4962 7478 -19
723 3445 -837
1389 2790 853
6474 822 -929
5838 7471 923
6186 1912 -798
7938 1769 960
6474 2246 -558
201 7172 15
2981 1516 -278
1957 394 383
2871 7782 828
5614 6927 -297
432 6418 -672
5281 1916 -39
4316 1886 -85
3670 5036 538
5104 6975 -469
4634 2656 33
6024 2165 -95
4785 6557 -669
1036 4863 -641
382 4963 594
471 5531 -468
1618 2980 794
3643 4496 679
7583 1926 -965
5062 66 366
7605 4619 -249
4257 812 -113
4960 6404 804
2370 283 56
225 2917 -464
1906 5558 960
2552 1357 -42
664 831 762
6715 4649 -796
3980 4821 941
3510 7491 280
1361 5472 -963
4552 3715 94
4285 3811 689
3277 374 -871
5279 7031 793
5309 2917 -270
4916 2323 535
6502 5079 724
2878 2707 930
4946 463 -561
200 5679 90
2143 5299 -514
4081 1264 900
6971 7360 -933
5425 4048 551
6084 4854 -687
3382 4529 -387
3683 6867 -176
479 1601 -123
4756 5732 872
7265 6733 611
4141 592 -521
6516 4329 -995
3251 4348 49
4866 1788 -929
3533 6224 -280
7109 3433 672
394 5357 110
6431 5190 240
3277 393 204
3006 5669 -664
4806 859 -504
390 5596 -830
847 995 539
7755 990 363
386 3829 -524
5895 3459 833
4765 300 657
7286 6230 225
2864 2359 735
7843 5403 -511
7617 7887 -328
6391 597 64
4338 4816 -162
5643 2575 148
7314 1866 -548
5919 6730 -502
1584 3697 369
166 7101 729
5093 4297 587
922 4913 481
2979 3100 628
7618 5811 571
2117 1305 -650
1622 4734 -543
1841 1542 636
6600 6720 347
24 6682 -345
3479 912 -129
722 3441 -157
2225 7705 -827
2514 841 628
3986 2747 517
2439 7319 865
1098 1175 847
2852 3641 728
4564 5138 428
4122 3500 -647
1627 7204 175
6042 4762 449
2729 2158 -93
7293 2687 -241
1191 5017 752
7463 1841 -290
7402 2249 -526
2510 1955 -526
3600 1022 544
4933 6946 -329
7132 2029 474
4290 8068 54
6291 341 965
3090 1426 -794
4339 4864 435
953 4914 904
7287 7240 -126
1102 4640 -534
4470 4568 -814
2403 2714 -719
4792 4991 496
2569 1966 278
2795 1903 407
1188 5312 52
6536 6045 -426
1150 3933 134
2699 4360 -657
8018 2680 -622
7908 6508 -163
7357 7166 881
4423 2532 574
7467 7187 -894
3177 6779 -347
2454 4594 91
31 1003 -948
7582 7261 227
2216 5538 821
7071 6697 -377
5941 5758 882
220 3715 -998
2600 7152 -254
4376 3239 -603
5041 1174 214
5479 7746 -280
1927 3748 693
1400 5136 -602
3859 2291 -346
6091 5427 433
4824 5813 871
78 4789 779
2348 7763 186
1218 1006 696
318 5870 -992
554 4208 288
3270 5473 699
3870 4930 754
5768 1744 116
709 1190 370
3852 5184 866
3306 657 -991
4113 1422 714
7253 3889 953
1952 2967 -515
5670 995 106
1049 6419 -726
1863 2662 342
904 153 -117
3666 5660 -674
4585 3715 -767
3488 6324 -610
3139 822 685
3230 3870 -752
4368 3808 -514
8048 6650 906
7291 1569 238
4694 3437 -285
2307 4292 21
4870 1620 368
605 6964 605
8030 5816 95
1124 5854 -63
5041 5555 206
7094 800 903
3227 4140 -168
608 4874 601
64 1157 771
4719 4948 -819
1417 7189 -481
1715 5912 942
6466 3060 -693
2493 4952 -923
744 7998 829
3366 6117 -192
1591 68 -582
5006 7040 -504
2750 3989 -294
6875 4782 118
4900 4242 479
2452 4132 553
3320 567 -947
3650 2521 -297
6933 6298 -358
8065 4326 -683
7133 6922 180
4606 355 554
6379 2719 -269
2966 3081 -359
1590 875 210
7331 7058 364
181 7853 -134
1872 763 -902
2357 7423 600
7025 3361 908
3719 2313 -820
6824 6102 449
3388 451 -25
545 5019 604
2521 4622 380
1023 3840 515
3418 1098 -721
3610 7806 311
3015 1702 493
3181 5130 -129
6527 1274 599
4670 336 145
1982 3156 -592
6412 6732 -674
518 4173 946
7074 7527 154
6539 2319 -208
7576 2026 602
2655 8045 447
336 5644 55
3920 5522 213
3545 1299 -115
1349 6810 -647
6589 4056 743
4444 3425 -1
2062 2233 -518
7419 3240 -337
5510 4373 709
7682 5680 977
1740 5513 846
7625 2635 -952
6945 4570 459
2348 177 -289
6649 6974 531
1343 121 -97
3348 6886 259
2372 4345 -128
3825 3976 735
4560 7959 92
5563 1853 -612
4075 5067 -801
7595 4593 -193
1999 1584 425
703 758 982
6812 6942 250
862 726 999
4405 501 547
5904 4242 -619
3723 3596 -974
2014 4033 994
1341 6885 541
6031 2105 651
5187 1081 -213
7765 4525 10
4384 7871 -57
5636 6721 390
6153 5652 -23
4309 2663 113
4871 1770 595
3789 6922 -857
5801 6681 802
4266 1608 -550
7555 5596 1
3543 4265 856
5794 3796 526
6733 1117 -700
7906 2259 527
5491 2081 -930
4582 2955 -897
700 3672 -978
6405 121 495
3119 7221 -760
1370 6286 352
7928 7372 -267
1892 2633 -559
5395 794 360
49 7715 426
8010 7275 364
815 152 213
6187 3908 636
7548 914 929
7807 4379 -427
1786 4024 827
2982 5314 483
5492 4669 801
1197 4312 449
7703 4567 -537
4493 3287 -861
1030 5021 -24
5509 1979 -169
3497 535 -201
6733 7480 189
4101 4778 -355
7772 4442 -128
4895 31 918
5824 5852 -152
5073 455 -884
6332 3252 -789
176 8065 94
4013 7432 -35
5608 4583 696
6900 2768 -703
1642 1652 344
4730 965 -782
2931 4931 -41
2720 1252 -305
2551 6093 295
1232 3603 981
161 6487 909
5423 5622 31
4099 7574 66
1746 6448 -520
6958 2135 -580
6558 2221 -749
3742 741 -787
3320 7586 744
6401 6255 820
4698 5514 -571
5509 4339 934
5435 7092 -648
422 4282 -365
6898 3233 -220
2297 3855 -882
8008 3611 726
3391 6893 -255
1117 4386 -436
4816 1118 -267
4871 5458 -912
6337 5351 -281
1494 1241 -216
2187 7424 233
6770 1761 -983
6720 5336 385
6032 2319 778
7162 5997 523
7177 8034 722
3941 1264 -964
1273 2257 -313
3907 111 656
7900 4368 767
7600 5444 -857
8008 1239 332
5911 5883 -539
3768 1538 208
1637 4630 853
8033 3751 -647
4294 1684 -358
4834 7661 -916
7714 1144 -215
7938 4286 -315
7747 4870 -169
5558 3746 545
1276 5836 235
4580 1111 -148
5654 2349 -62
357 7501 -745
6328 3914 -935
2557 7681 -269
5501 3646 702
5125 4775 -301
6823 6371 -955
4275 4005 805
7056 2753 -507
3474 7306 165
1176 3211 -690
1431 2390 948
6712 1816 618
1865 2382 264
7861 2777 -362
7856 6612 239
6625 5181 -234
518 4285 726
6419 7151 -333
2919 4074 -386
8045 6060 938
2552 4433 771
1270 3787 -378
3592 2333 -964
3259 3525 -601
1735 705 86
1610 3273 -841
7823 4408 -909
4595 3462 -408
582 4593 847
6628 2709 362
5247 1381 558
7532 7341 173
4327 6632 -97
1585 4611 -466
242 7061 870
6273 7166 71
6191 1204 448
6227 2857 638
5985 3298 -308
4617 125 311
4215 5965 590
6218 5274 -347
7183 2096 488
4251 2619 824
5164 5656 204
1878 3938 -987
346 6725 -171
6567 3390 -868
6693 6836 582
7019 7409 -6
3691 1987 544
2629 3202 19
4600 887 288
3328 3820 -623
5898 6689 -289
235 7055 346
7322 5805 652
7921 3746 76
1474 2277 806
5759 2177 105
3160 3842 -172
1757 7183 -124
6910 3724 -625
670 7122 240
8030 4128 631
1416 5854 281
2834 99 294
6456 4935 185
1155 2392 908
6139 2277 937
4973 3366 -330
2573 1090 -795
7028 5452 792
7535 1255 588
248 737 868
4764 5807 -606
6724 1930 878
1878 3507 800
922 4467 914
6498 3732 836
6824 3098 -30
3516 6784 -55
913 6807 -302
5573 7202 579
5630 5360 -769
1346 5299 617
6116 6313 -71
399 4387 -404
7215 7132 395
7791 1885 78
6029 3833 685
1143 2041 -194
1077 720 -712
7300 6349 -123
7285 6389 474
1445 5011 -999
2883 7122 421
3751 60 533
1443 6801 -516
2718 7945 747
3408 1446 230
1039 3568 989
6944 3005 -189
5267 3387 -951
6052 4631 997
6802 751 -306
5042 45 167
4004 1866 -372
3361 3853 -563
7391 1943 -853
5339 4091 -201
606 1692 -144
91 7281 618
817 6468 -697
2897 1060 -288
2158 4851 -763
3244 5505 -921
2261 7035 -249
995 6074 825
2369 4979 -243
5344 3181 418
2678 4479 -726
7476 6640 454
1184 2973 796
1104 7003 -803
3250 50 385
7486 7506 -601
2747 586 -431
3577 45 -576
7104 6533 -231
1106 7744 -591
4464 3352 53
5460 6821 -803
4748 2198 797
6366 6992 -66
5995 367 -317
2218 3623 -729
274 2005 491
6374 2000 81
6249 1617 220
622 2192 264
703 350 -684
5512 6683 824
2267 3581 -732
4606 6436 -457
1388 7806 176
7567 5968 -10
2200 3680 -209
3046 912 -274
2533 736 -774
6349 7237 -253
4422 2653 -45
6747 1805 -51
4684 6180 -112
6 1479 650
6989 22 712
1626 545 753
5902 5773 850
3784 6924 -219
6839 6978 490
1758 1372 63
465 2140 -753
7237 1730 -226
1664 3706 -166
1586 7633 803
5386 4516 401
1462 5249 -547
118 4154 129
2686 6775 203
3510 5516 -296
5313 6835 59
374 6142 -400
1867 2476 -219
4883 1326 -875
5342 1306 59
4253 1088 -279
1162 2233 578
3166 1346 -212
7257 1448 117
2704 4416 351
7486 4655 984
7208 230 -601
1502 184 780
6870 6662 -457
3844 904 -954
4080 2826 878
1335 4627 559
2449 926 947
5247 1426 -952
6143 5164 921
7504 3597 -439
2241 7292 500
6857 3621 76
4836 596 -534
758 3075 772
3657 6251 589
7722 2157 651
2290 6719 854
6372 2862 753
7721 107 684
4449 6450 682
5973 3694 -671
6705 811 -351
3804 2717 -468
4860 1599 -269
3022 6497 -604
7457 3185 -110
5548 5195 -157
5958 5785 -630
1195 2140 298
5015 7670 464
608 734 534
5561 4371 -258
2888 2623 0
3332 7873 -793
1760 752 -337
5047 3362 -563
2164 6788 -333
7368 4767 -253
6353 6932 555
6051 3974 -475
4556 1152 -751
4974 5300 -649
5337 7515 -697
5227 8026 -419
5476 5491 144
7503 7118 711
518 6325 43
5079 4870 -255
1709 2440 -140
5361 1439 303
1839 1619 -906
3049 930 -817
2046 379 -513
2824 6586 -523
1716 726 -69
1135 2473 653
6840 2606 -620
6284 3357 794
1585 5897 -114
5796 3603 396
1450 7686 909
7981 5458 815
1068 6678 863
7275 2807 -687
1222 5105 -472
2764 4344 893
3138 6428 548
3861 5822 -158
4406 2592 865
6281 3455 -850
7553 4006 42
4859 3624 117
510 6277 894
3804 4633 354
7071 7211 143
2504 7203 399
7693 1138 -324
2315 6350 570
1253 5599 -431
4833 1878 665
5047 4883 -867
960 2029 910
3953 3369 652
7271 8007 328
3571 4607 649
5161 3679 -544
3804 6288 -667
3480 6183 -653
1385 3523 -464
5849 6511 -753
2142 2463 48
1994 6439 -986
1810 1674 307
2683 2193 185
27 6783 -109
4579 5967 955
7691 7900 -913
2222 6441 -325
1824 939 -775
3380 4803 -934
452 611 -932
2713 2795 -154
5451 5383 844
1215 682 -554
7523 1428 -566
6731 4521 -374
6046 7682 -640
783 2971 -508
6963 3316 349
4542 5910 58
6806 3384 -749
7963 1466 683
7339 3393 137
4444 5224 345
4514 5998 -563
2179 5224 -85
2571 1814 -198
7331 944 -407
1341 2282 -476
2231 6925 53
489 5200 289
558 612 813
7745 7052 811
5712 6647 -900
4773 6508 -486
5026 5055 -665
7592 3189 -219
4244 6495 -473
6944 5692 131
1314 7376 -111
1962 3323 -31
6685 447 948
1680 5181 417
4749 2829 994
313 3245 6
1508 5377 -637
2871 1526 876
5912 5102 -317
7251 2515 109
5124 4813 747
1469 6197 -513
1136 5648 192
4507 1723 -924
3269 3315 -46
6618 722 965
4572 6996 -993
5398 5134 600
4433 2221 476
390 6246 -770
3765 71 451
4849 4713 137
4850 1994 135
6230 6553 -696
1473 7871 -948
438 2388 299
5262 5432 -931
6104 7425 444
584 3702 -296
5872 1399 826
3635 4147 281
1764 2428 643
5186 5344 -353
5852 223 83
7652 1266 323
1121 4988 -181
6094 5830 -287
3188 4668 -921
7521 2664 221
1851 3652 -745
2378 3733 -445
2048 3177 504
970 5839 190
2372 4553 -348
6750 7289 -416
3644 4177 336
7290 6878 -76
2398 2883 -152
742 1782 -474
4546 4110 374
8055 5737 674
1568 4831 -501
1813 401 352
3624 3660 159
7053 935 893
2892 5768 88
5829 2326 834
3161 7986 459
7472 4939 -999
6052 7599 312
6968 2294 754
4538 7651 653
4344 3610 759
2125 7792 925
7292 7554 -754
1350 3728 454
5983 4783 836
5425 3444 -919
7146 2139 594
6033 6420 628
4060 6752 -157
2330 4287 -338
5128 583 -159
2812 3639 -182
7489 1879 599
3797 3187 -407
5919 3963 790
4456 1447 -458
3098 3692 -194
8024 1306 426
1388 5573 -130
208 5214 -655
2442 2449 -703
7696 6876 46
5068 7690 -900
5562 2788 -622
5759 1518 450
4369 7754 9
4326 6974 947
2239 3909 584
1857 3311 246
3320 5788 383
5389 6103 -946
3517 5395 987
3376 2542 -791
1796 3168 819
1531 3640 987
1394 3994 -775
7179 5289 418
3667 7127 -553
5482 7065 -501
4811 7 759
2598 1441 391
6212 921 -800
7336 7666 393
5509 7737 379
6945 6944 871
1465 7287 40
2321 1272 -336
62 8027 174
5909 5614 110
3807 3656 -826
5111 861 -143
1139 5665 846
1288 403 -835
4185 3753 453
2459 7005 638
6048 1575 188
6937 6268 791
1232 6641 -939
6605 21 107
7412 6879 -438
7749 671 -800
207 2143 869
1638 7587 958
913 6989 858
7369 2609 -598
7663 2442 944
8064 5954 -607
4864 342 -391
6782 4880 -472
6771 6401 437
1194 2527 849
3694 6411 -527
1163 290 695
6921 7691 -949
2584 5155 -480
5025 2010 997
5225 4200 75
5669 4173 636
6329 3472 -485
1071 5604 -927
6974 3957 919
4999 6978 -536
5891 4384 -248
847 2131 33
7185 5566 -263
656 3601 -399
7906 497 413
5780 4559 -997
7944 3634 968
4487 4259 -104
842 2555 550
55 442 638
4266 848 -557
4116 7578 697
6103 5610 980
2896 1934 806
2681 34 -501
583 5162 -305
122 3064 -179
4888 1580 -354
2999 1396 -396
3463 4317 -82
5144 6447 -250
2452 7471 -825
2349 7156 24
881 3740 580
3539 3614 -919
625 7066 494
7165 2899 -217
1738 7173 -598
7600 5298 815
7235 7037 807
6300 2803 -465
6718 2125 -891
6156 705 906
1458 7755 111
4294 340 255
6074 1641 -257
2027 3197 199
7956 3961 992
2685 7809 -724
3909 1963 623
1871 7651 -228
7199 4480 -598
6648 1297 69
6349 1628 257
6594 5603 -420
4253 5163 859
3257 2653 852
4144 2945 -666
4113 7039 -896
5685 836 -931
240 1505 56
1882 1618 -860
5061 4313 -610
5 2221 -703
3886 5096 -154
5309 7279 985
2906 375 -992
1545 3045 87
6154 33 40
4817 6294 389
5259 5661 -282
1507 1013 773
4190 7990 -489
7661 2381 -248
997 1502 -532
6157 4468 -764
361 6496 -762
5421 7839 -72
7701 2490 -833
3767 5937 -63
2947 4652 515
6955 5972 -152
3773 4095 495
3664 730 -625
4293 6836 -287
6014 1336 418
6760 2747 191
6600 3718 -999
2963 2685 -447
2039 6286 -727
1119 4941 -948
983 1399 138
7068 3491 893
7334 3308 -904
4603 4257 900
2835 5200 682
214 6622 91
7432 1229 -248
7711 1338 444
387 7902 226
298 2829 -260
4440 3959 -433
5962 6175 -808
3382 5013 -383
4089 552 221
4308 5521 -340
6142 1651 -30
5247 1315 459
6890 2607 418
7421 5893 280
6463 5716 873
4339 5536 875
7466 543 -580
203 3596 -262
3253 3877 416
7954 3890 915
3120 1889 840
3434 7557 689
1072 8028 338
3995 7345 223
4094 7906 848
4164 5302 858
1820 4802 927
2866 3177 -746
781 5002 387
2522 7508 -461
4132 1133 -371
188 3605 195
3125 5308 -486
5058 2445 -285
6021 5876 14
7037 6621 501
3175 12 158
3769 4102 -600
4224 7064 -973
6915 4053 -59
5297 1634 -347
7046 4276 -460
708 3240 -21
2781 4099 513
3606 3256 -73
5554 7332 800
2423 392 177
92 7692 243
3950 6858 -740
4535 720 -939
3606 2814 470
5335 7301 404
3038 1282 -631
7307 5635 26
7788 3819 -57
8010 2827 -950
3466 5649 -449
6035 1811 -234
475 1646 -187
838 1442 518
7298 4548 545
715 490 118
5894 3674 781
3599 7176 268
7546 909 -839
6800 6138 -548
3995 3046 698
4059 6852 100
994 6831 -865
4842 6982 74
4900 2364 801
6948 1122 -610
6791 3238 -608
1239 4993 -539
749 3062 59
1568 7093 -824
834 68 695
6492 491 604
7265 4829 380
282 2300 220
5916 5698 -323
5740 7094 932
4966 5786 -614
2116 5803 482
6250 4651 367
7675 6619 325
6618 4448 -370
6151 5158 -53
1942 5428 -85
5141 4563 -169
5098 6554 626
918 5427 741
3590 7363 385
4787 3588 871
4704 2954 300
134 7957 647
6066 2963 -403
4098 6250 -517
7766 838 799
2038 6919 128
4820 8040 -81
6093 2899 -507
5980 7060 -501
6479 6909 253
1425 5684 -109
5347 125 -78
142 1108 448
1036 6746 -35
1109 4969 822
3521 2494 104
2321 6402 -514
984 7640 -133
5985 5957 695
1980 1737 332
7889 1399 -634
1807 4719 -477
261 5387 986
2793 2086 -682
4966 6986 790
3807 5261 -83
5653 2701 -104
3327 5834 -714
360 113 -810
6748 37 -152
7871 846 -353
6006 7252 -809
6816 1479 -831
2415 3873 759
6813 4527 -808
4605 6768 -501
7534 2812 298
1138 1950 -163
462 3942 740
757 1191 -447
4435 4042 -982
4462 2473 -554
1662 5222 864
2997 4780 -137
6047 1260 -161
3753 3962 939
4830 7719 -262
80 3447 -624
5338 2614 -313
2872 2580 -459
5305 741 789
939 7351 723
6673 7714 -601
1016 274 533
7033 6871 673
7053 2383 252
1666 5610 616
1827 3163 -149
1084 2565 -71
5912 282 989
2808 4571 1000
1438 2414 -110
7203 1955 -133
2737 1742 580
2359 6000 -272
7999 2574 -367
7783 6744 446
3260 6836 -405
2027 5981 -116
6828 3135 -257
1755 2469 -35
3583 6967 997
1710 7204 -369
4236 5065 853
3145 276 -864
5871 897 -439
8009 1022 -716
400 4731 -416
1390 4909 183
6847 7066 -400
5824 5545 -212
6613 7372 297
7302 21 485
2461 6180 -481
1580 6983 886
4447 6680 -913
415 5447 7
7347 1320 -500
5908 7077 -677
4875 3202 -518
7518 7701 -987
4695 1511 -498
1630 5440 -175
2377 1088 -178
6291 3135 -178
1705 7829 324
2851 7944 424
1508 803 -801
260 7673 -996
6442 6269 603
951 6006 823
4261 35 -905
7493 4943 -480
2926 5971 -578
4805 5144 11
6478 4363 272
5837 3389 853
5697 4380 -354
502 1351 396
4364 3269 -881
995 7704 708
6818 3332 -591
6794 5752 -199
593 3507 -827
2757 6897 802
4497 5714 -199
5944 4147 434
719 6982 -249
91 4364 -161
5926 3475 929
4461 7271 -605
2320 509 295
5670 2397 407
456 521 -957
1884 2224 -965
1234 7632 30
6481 6863 -761
5499 2278 -852
2952 618 -442
6979 4567 -916
5077 3512 532
767 3640 -470
7842 1706 984
5157 3651 506
5135 5924 -329
6624 2831 981
2079 1488 -292
2434 6709 -936
3359 7323 -851
6316 7002 64
3556 1684 -396
4637 4955 -987
1306 7020 -115
3913 6705 -840
4862 1771 14
4414 7278 957
289 3650 -445
3196 598 -971
6882 7787 566
1805 740 700
3832 246 -543
7877 3514 505
7926 3027 432
963 1166 385
6302 5495 649
433 760 219
5888 6018 -699
7398 1473 537
428 1586 -868
1675 3358 494
7323 3554 469
8027 7897 870
2504 1361 -250
223 752 212
3301 322 874
6176 2736 418
1684 5849 -385
5613 2594 646
170 3158 -229
6026 5638 -26
7993 179 517
5888 19 -261
3454 7778 40
1633 5117 -743
7308 2388 -284
935 58 -341
3815 4774 833
1243 4055 -3
6548 1436 75
4018 197 745
8011 2594 -434
2741 6181 514
5167 1636 250
5989 1412 896
1734 4839 889
6656 6715 705
4468 4955 454
6087 3986 641
2284 822 -210
7641 5656 676
4461 7363 343
2528 569 -831
6178 582 -113
200 3690 966
