974 2809
774 941 515
220 141 675
519 291 752
275 597 695
765 694 266
764 881 449
244 424 201
580 625 532
777 264 779
240 661 499
584 892 303
398 962 868
230 512 151
318 111 857
497 510 951
869 437 569
357 590 83
904 540 181
185 122 749
519 732 465
644 297 10
940 190 495
33 369 150
66 765 752
112 971 44
51 698 175
614 935 230
805 379 131
685 277 694
46 751 986
274 803 270
70 238 598
350 55 325
2 950 746
275 969 663
188 81 251
678 109 663
578 235 318
884 368 130
579 711 765
854 326 701
866 682 918
394 65 447
2 864 186
928 562 855
305 103 542
190 684 439
75 218 642
833 741 582
735 547 791
532 704 228
848 68 120
145 605 781
15 187 578
330 101 671
334 245 289
346 307 909
438 218 142
395 65 472
421 351 577
965 578 800
297 160 89
223 52 295
911 588 235
415 413 701
113 436 671
805 371 363
715 506 573
66 152 301
170 130 936
134 761 432
290 652 523
779 492 492
529 406 657
288 256 972
420 411 300
315 808 569
83 693 131
22 702 340
578 764 786
282 650 657
328 678 900
389 426 874
477 122 944
107 546 535
95 952 675
912 721 856
961 339 195
94 74 981
968 714 364
486 532 123
511 143 564
304 794 886
398 532 614
22 105 225
89 504 796
543 725 769
659 946 936
367 581 288
635 37 666
276 700 179
837 426 792
381 204 386
624 493 582
814 836 111
887 318 409
330 239 634
594 463 329
437 115 788
300 342 5
484 925 651
132 612 30
286 915 566
610 238 653
220 473 646
566 429 559
774 845 343
229 464 990
218 528 12
589 685 420
805 147 557
618 959 695
744 158 617
788 890 966
27 913 314
932 507 946
369 1 362
708 642 223
331 820 685
704 351 939
507 119 812
907 764 332
415 270 225
459 248 173
72 292 710
791 696 157
916 396 731
269 827 226
13 781 183
531 504 12
660 935 346
391 159 976
915 655 722
414 285 779
419 787 819
551 385 50
507 229 380
973 499 221
404 690 749
626 275 28
671 443 231
709 785 73
275 904 505
120 117 299
374 505 242
387 101 543
33 85 407
564 437 95
600 331 94
796 807 528
972 152 173
888 147 282
472 777 791
27 373 288
339 193 470
831 10 297
360 589 985
656 532 23
736 860 732
20 70 977
863 400 201
403 680 746
684 111 245
907 421 563
91 583 91
157 800 629
349 156 635
500 265 786
551 442 839
926 692 317
564 470 862
417 758 508
392 730 578
775 726 186
729 823 582
193 608 678
920 874 714
437 772 426
431 791 199
738 675 65
589 729 513
671 73 821
28 364 451
259 501 442
826 751 553
849 377 199
92 54 960
62 298 999
946 479 725
448 195 956
705 37 543
534 446 186
375 753 923
133 16 936
87 797 5
42 440 11
577 788 550
76 415 845
194 93 16
102 748 261
426 814 9
702 623 749
693 311 679
555 928 53
228 598 581
660 689 436
612 730 340
146 255 778
618 212 697
177 854 384
375 875 580
635 655 799
254 100 522
167 108 189
148 726 330
289 342 757
781 952 7
446 182 411
521 565 202
349 40 129
921 45 400
836 430 722
384 846 924
905 94 715
685 507 398
190 20 777
442 724 334
155 282 159
389 148 832
445 828 114
360 592 81
45 78 217
829 142 65
741 179 144
775 32 826
797 908 160
699 48 449
601 358 730
172 546 956
96 145 98
458 327 545
716 739 86
88 435 141
142 581 30
552 384 715
163 789 10
102 204 981
712 357 264
870 67 889
562 733 410
215 646 382
835 695 603
43 589 358
369 570 12
503 122 565
547 308 255
691 534 921
786 961 923
790 712 306
11 80 201
510 734 118
892 895 752
807 77 406
211 551 501
88 379 719
651 181 968
265 603 248
574 935 774
7 16 929
921 522 449
600 292 131
149 167 688
758 481 580
171 322 784
636 912 56
8 424 291
351 417 234
230 961 522
936 791 97
726 36 824
439 316 508
600 291 545
929 860 460
213 868 652
540 181 400
557 110 358
716 558 563
3 722 34
85 769 761
951 622 977
59 697 69
793 75 774
582 965 216
767 492 230
160 565 496
793 642 154
185 793 713
903 861 663
703 321 8
268 568 341
140 566 736
641 42 431
722 537 872
341 212 692
139 584 648
678 591 18
777 263 617
668 379 972
138 455 385
273 830 178
900 782 244
707 822 847
372 619 118
309 631 72
820 572 617
792 588 213
620 701 379
720 667 501
157 230 59
47 6 306
450 734 942
913 889 423
541 301 305
82 172 285
323 484 491
658 329 795
925 764 73
893 198 986
492 40 285
167 433 129
794 266 115
801 505 524
304 779 454
754 582 501
815 426 599
129 84 526
444 971 647
215 823 936
584 792 433
534 655 380
687 673 711
663 390 881
326 122 813
769 561 330
84 937 653
232 36 555
701 155 380
325 302 869
876 739 771
222 25 477
37 812 106
328 528 216
658 169 507
372 293 91
409 238 325
143 179 53
717 441 562
394 78 402
71 319 498
53 841 610
621 797 212
212 839 769
892 423 208
574 642 30
116 151 493
329 194 391
273 204 816
147 139 49
766 807 882
760 893 108
768 326 184
183 364 602
150 773 38
145 706 867
190 373 145
597 652 662
2 429 954
373 494 399
173 284 375
639 507 769
179 603 26
180 421 407
11 425 449
407 693 491
83 759 588
78 929 636
335 254 512
528 99 594
880 566 543
176 85 891
537 482 970
788 68 688
892 69 175
390 404 777
461 86 864
105 804 841
575 825 262
437 916 551
733 153 583
502 625 954
547 754 935
241 504 17
638 554 445
238 346 945
368 219 769
44 693 78
354 426 195
458 653 561
496 366 5
330 630 851
8 204 88
526 839 182
65 416 488
832 656 526
89 715 653
151 399 352
623 622 332
353 2 47
359 762 953
508 540 611
550 268 143
379 142 759
868 353 875
208 423 311
840 254 410
949 92 208
479 14 924
298 633 577
54 922 585
521 459 67
77 538 38
681 339 275
351 767 545
150 221 617
692 501 61
417 497 153
643 878 944
677 284 395
943 362 257
2 300 775
47 283 382
54 441 12
260 158 772
691 923 610
470 292 497
349 877 960
458 208 422
353 676 680
605 8 801
116 344 431
438 780 58
734 774 126
28 36 835
508 328 497
932 52 959
727 149 896
597 621 876
401 550 925
683 762 314
564 499 569
202 330 541
498 243 21
843 149 181
410 953 139
435 432 211
405 656 457
639 457 301
238 952 413
