17
987 821
138 135 -622
60 620 399
468 225 -253
621 413 -385
766 637 -399
713 508 -747
344 151 563
928 261 48
811 563 -785
584 806 680
869 268 -712
254 871 877
210 103 550
454 545 687
336 859 193
208 33 457
665 436 -420
446 419 -478
224 419 211
56 648 493
751 284 921
343 329 -101
682 936 787
157 51 -117
923 19 -249
306 956 -499
70 102 705
701 411 -84
267 383 -66
330 292 -136
377 476 638
113 949 -514
538 863 -743
820 330 906
67 887 -172
283 928 547
364 73 337
243 644 374
52 342 337
114 954 301
70 696 260
794 299 145
366 808 -730
404 884 -942
732 878 611
288 663 -64
244 390 -940
607 680 -716
382 787 -737
133 612 -225
159 925 722
180 835 -428
566 544 -555
878 954 740
153 816 499
151 297 96
375 874 -334
605 701 -916
403 283 -933
909 119 -489
617 701 321
522 194 637
169 94 531
341 783 38
658 834 -558
673 540 -159
136 307 -577
178 539 317
199 272 -612
382 557 992
230 414 -913
82 682 -981
415 37 798
331 339 843
424 542 786
141 747 -792
446 865 -896
136 798 -390
898 879 929
500 263 -531
415 757 665
701 786 631
163 241 -420
62 140 812
917 533 647
504 873 -627
628 395 -348
212 935 -102
26 403 795
368 629 906
942 105 97
126 40 -363
522 32 879
426 155 861
119 401 388
553 114 -764
525 196 -223
904 92 -62
915 250 -705
637 146 224
839 833 -198
571 441 23
460 15 -401
647 426 381
838 821 556
924 437 -986
198 577 -753
679 712 -123
363 462 126
680 281 -802
770 358 -977
182 918 873
674 571 -538
740 430 400
626 595 -325
3 456 397
165 173 545
60 636 -421
785 522 -209
458 575 -150
25 207 -462
433 821 -406
676 530 507
214 280 -384
878 770 -713
174 909 330
613 495 933
274 909 -260
348 116 11
635 915 225
424 482 -343
701 607 -115
8 742 -286
211 752 -443
436 864 660
666 681 326
775 589 660
486 291 228
310 474 -996
197 658 569
475 275 211
923 381 -513
643 731 184
871 671 -139
287 488 728
443 341 -679
654 684 -830
101 268 -609
347 314 -461
137 807 112
626 358 465
238 774 343
662 596 436
233 883 -863
105 512 -761
720 554 -110
186 878 -463
833 412 347
414 408 -741
212 731 599
68 334 -935
695 206 661
540 556 -774
802 386 221
434 485 -574
803 234 558
921 367 -12
786 867 37
32 67 980
688 297 897
836 70 -327
736 188 167
399 46 274
274 699 -531
534 15 -200
421 793 -930
361 2 -600
926 849 287
49 805 -833
626 794 378
553 370 -368
372 921 863
253 538 -123
93 926 -497
53 934 -732
248 413 903
597 152 -820
260 646 654
836 775 -745
948 865 -754
503 534 -657
508 337 137
707 537 445
633 535 -830
42 347 826
774 770 -64
528 150 689
728 21 -569
457 350 -474
21 814 487
849 65 799
293 411 351
74 109 196
705 930 -28
677 452 308
740 676 132
82 791 645
268 184 -793
152 432 509
625 412 113
165 709 340
102 292 -562
221 326 98
470 604 474
566 605 -21
668 262 -574
65 664 721
401 150 -53
685 730 -966
93 416 806
483 683 -314
373 685 -897
129 911 910
341 336 -643
476 419 -996
446 517 50
456 900 -395
9 855 549
270 207 17
476 559 -970
355 168 -422
367 859 301
119 951 894
265 840 -277
380 118 195
295 259 -84
920 597 -53
805 658 370
477 661 829
551 292 305
2 433 -290
399 618 -981
739 201 -85
403 322 593
540 616 414
881 846 -960
334 638 -437
1 773 426
253 601 -655
658 424 -744
172 528 -277
173 779 -644
621 776 991
319 843 -418
664 637 -216
254 847 76
236 945 -53
881 401 965
689 625 -493
11 926 87
143 232 755
144 740 333
551 325 403
868 516 -812
313 329 -98
545 909 601
765 516 960
413 544 696
438 184 350
39 194 -72
932 526 484
61 704 -192
808 948 232
316 639 -106
639 549 268
350 862 433
94 55 294
265 295 542
755 280 -189
338 388 -489
153 432 919
290 457 378
73 146 -311
294 191 -871
788 585 639
586 367 -431
678 779 -132
147 199 397
805 665 457
481 679 -343
749 410 -694
759 266 451
952 206 598
83 315 -671
920 87 -176
144 435 115
588 624 655
925 406 -645
260 772 -345
930 890 -628
364 943 133
612 114 349
222 151 43
449 683 -542
520 606 902
831 730 364
11 603 -783
723 878 569
680 750 -893
502 241 822
475 234 856
602 522 -858
69 172 -258
689 808 302
600 742 -501
385 930 -446
346 708 384
749 678 -137
562 468 -551
719 489 895
263 863 650
457 148 4
909 160 218
155 54 594
486 99 735
882 449 -28
4 801 -180
513 390 872
921 914 -411
300 377 -106
656 370 457
538 841 -135
635 665 -100
191 672 242
910 619 -504
849 665 309
583 472 -241
269 306 206
599 89 -989
285 613 -290
662 484 -525
540 364 -790
864 771 -131
819 103 70
765 394 990
463 510 126
459 450 -822
241 874 -134
358 351 -836
784 419 -260
535 515 916
517 268 586
197 436 -91
330 426 703
747 49 -156
402 347 -866
773 846 709
526 545 -286
436 720 751
404 744 225
894 898 68
830 939 902
51 616 -487
140 32 -685
810 741 -330
9 507 5
940 637 613
434 360 479
120 117 -23
63 811 -16
519 487 635
27 646 -222
902 624 193
291 724 -933
451 230 594
863 230 -438
752 207 -260
724 567 403
78 470 -676
46 584 276
1 151 633
374 314 -10
561 382 -908
638 206 -232
417 118 230
431 603 -916
389 791 786
576 388 66
379 209 -704
241 286 -808
907 573 40
756 837 -945
924 872 819
136 168 67
473 671 -48
166 656 -240
643 433 216
156 86 -486
457 577 704
552 141 916
504 449 223
462 644 705
877 64 -464
897 591 618
541 288 -6
42 734 108
130 323 910
202 422 917
665 652 -2
549 425 -984
333 2 63
750 947 -607
353 756 -523
247 140 450
163 327 411
499 852 446
877 83 691
289 947 -456
283 885 38
627 8 -431
129 366 -541
508 299 -219
447 849 110
583 409 689
36 112 675
917 560 -903
584 749 754
203 851 -102
65 540 313
898 940 -171
355 10 945
712 152 272
468 550 515
169 617 -282
60 250 -594
222 512 489
277 885 830
879 458 -365
733 786 574
944 736 -272
530 684 303
262 903 489
911 718 -282
889 582 199
779 279 -361
24 150 174
735 287 -435
331 895 -336
390 204 -154
365 928 -136
364 491 -286
121 630 -673
664 940 684
309 284 644
511 638 -545
194 239 931
290 698 -247
914 352 -331
488 295 562
951 135 -302
521 536 181
926 158 46
837 94 948
458 852 417
688 500 -712
47 690 326
81 442 331
64 335 612
154 68 852
463 536 551
809 101 227
834 382 -44
882 858 -950
299 141 -316
411 510 682
636 445 -445
764 415 755
102 119 -12
704 789 -262
594 412 227
212 903 -549
882 336 -963
946 673 896
927 632 -544
595 496 -557
66 676 -863
127 36 861
619 633 -708
956 377 253
222 147 736
105 641 -563
926 754 706
755 56 -372
420 955 805
218 347 702
715 825 -634
295 207 -81
9 532 -493
349 252 808
25 660 391
592 247 963
927 847 -789
316 317 372
396 536 -317
711 283 164
911 63 -671
755 281 -559
180 252 -310
694 632 706
656 751 518
615 66 89
388 267 960
679 302 350
291 137 -300
932 819 439
908 496 -721
695 896 183
939 108 -826
825 195 -490
117 675 547
272 259 660
674 949 -538
906 604 -303
423 778 880
883 320 829
797 171 346
790 582 -329
371 880 349
132 465 59
405 791 -862
640 558 286
621 648 31
492 175 882
888 215 26
704 748 201
245 257 -334
906 800 -742
12 568 -2
323 258 537
9 801 790
429 659 1000
172 64 -246
932 236 -644
841 476 -904
689 792 -977
258 75 448
643 878 -820
836 320 -742
656 907 -891
920 538 -512
795 594 176
10 747 -543
110 553 552
216 273 -708
471 70 -119
5 654 66
371 585 -714
95 391 142
824 290 23
49 242 592
937 978
913 129 -597
283 752 817
733 767 -49
123 573 895
359 640 928
395 573 105
532 178 691
158 653 -719
97 929 233
181 140 -802
792 879 -347
70 534 169
704 64 -704
627 835 705
176 242 -488
623 463 799
244 670 -36
394 200 -337
519 26 -273
846 490 592
55 739 -376
642 493 904
516 696 -557
431 680 -63
630 398 -703
770 909 -997
398 89 933
883 630 615
742 536 -102
338 704 445
783 52 -175
382 358 -419
55 110 -591
14 294 -126
116 185 -508
227 667 303
66 446 -750
319 553 -401
841 525 192
920 26 585
212 729 -933
216 559 -262
96 459 915
285 720 -842
236 893 -321
763 607 -509
44 624 -199
379 355 -194
870 821 -896
382 569 -842
634 608 924
90 134 -843
692 478 143
172 743 949
460 52 19
3 126 -624
252 650 15
751 176 439
161 807 -617
861 441 -355
352 560 833
852 509 -896
155 242 30
592 291 -529
358 67 49
398 461 377
640 113 534
33 897 922
49 675 -131
882 532 -399
879 923 222
328 282 -236
271 225 599
826 658 -872
550 138 -627
121 334 -741
184 549 -742
281 97 269
163 758 311
886 435 578
894 82 -910
42 419 451
64 33 -218
659 226 775
935 13 -397
6 286 -368
697 422 -366
394 913 -642
40 442 25
228 769 -737
52 357 -406
664 444 -437
490 865 369
369 857 -996
194 935 -660
648 388 146
419 934 396
588 266 -508
40 384 116
897 44 -908
137 477 383
230 525 -563
198 875 17
767 301 765
437 173 305
725 548 226
435 486 36
251 296 -102
53 728 -931
838 690 -942
47 599 -803
371 605 120
522 162 -731
727 488 -769
373 886 306
559 102 881
525 288 -641
928 362 -751
643 570 -198
95 80 547
890 704 -807
108 647 -437
203 339 694
322 700 572
94 518 -169
417 45 -437
288 911 -404
577 653 164
583 535 527
641 253 712
786 390 -388
281 640 504
692 224 548
667 456 -546
28 25 -233
312 133 -54
204 536 -341
659 588 883
505 568 -835
776 333 -8
700 312 72
134 188 -71
721 99 -487
937 526 409
326 680 802
522 56 -564
707 906 -985
635 554 886
622 240 -152
159 161 -253
311 601 372
241 631 -145
38 592 -859
390 735 103
472 881 232
385 528 267
256 814 168
766 908 569
786 77 -974
799 766 234
430 711 -265
62 110 707
531 392 199
99 658 -444
679 832 936
546 53 -303
841 15 153
347 175 -165
447 391 605
537 160 -991
409 11 120
595 553 -427
928 765 -835
230 217 2
716 607 108
51 857 395
643 184 542
97 259 479
60 166 495
256 168 -373
690 772 -965
468 31 42
798 851 -281
369 923 -831
401 187 -100
38 63 734
237 524 -38
583 108 -300
105 30 -162
607 5 -538
605 363 -829
101 345 995
710 106 -877
106 437 -970
604 857 -669
734 360 -659
376 623 194
458 247 -152
506 851 363
112 390 459
599 647 -223
593 585 -428
776 476 363
74 601 -7
288 434 439
420 819 890
548 285 -613
122 263 641
876 917 -240
627 856 -845
56 55 655
615 905 -61
500 81 234
605 697 -714
469 755 297
372 34 -642
423 858 779
392 519 707
379 102 967
625 417 106
62 707 -847
477 147 93
624 773 412
615 678 270
747 917 475
509 495 -255
244 1 -48
554 820 -958
604 363 -71
722 631 -834
924 473 985
667 290 814
619 755 54
544 509 -367
383 798 790
44 266 788
218 841 -902
276 511 183
83 681 830
412 678 46
618 351 -259
68 343 950
83 523 -833
634 690 801
175 491 -641
271 866 81
227 38 453
932 766 99
355 87 900
661 553 -432
820 301 -982
747 913 569
417 492 906
468 646 -773
484 290 -98
364 114 536
260 641 934
912 135 -299
165 255 105
419 580 -527
193 659 -437
415 448 -322
397 879 -626
925 73 -899
534 699 323
277 332 -532
878 826 -927
769 160 -767
784 259 -540
567 404 -103
304 212 899
395 406 -751
198 598 -227
410 546 430
620 745 -944
391 540 521
427 155 -863
731 811 733
534 390 961
436 83 496
903 77 -361
40 801 685
130 347 832
63 532 34
539 899 487
427 330 419
756 247 666
752 101 -815
311 650 -766
430 9 -374
116 763 624
559 481 -230
761 936 -981
762 205 434
424 347 69
625 570 244
688 389 -751
605 110 -903
904 88 -873
378 728 -7
623 510 -10
738 886 918
916 757 600
481 383 -315
852 458 -216
777 58 129
434 66 677
659 608 -849
131 346 343
398 62 784
312 473 -986
533 880 -862
876 385 -432
128 678 183
897 136 819
3 484 28
497 783 -328
896 142 -589
289 698 468
593 87 -688
297 140 -596
393 100 769
253 856 -776
429 29 -540
505 732 20
176 577 -231
720 714 489
449 342 -312
797 909 412
360 756 744
583 399 534
198 503 -203
754 279 696
892 144 412
594 561 -652
483 385 -121
218 576 478
327 805 819
301 836 641
438 658 677
219 894 -383
668 534 -598
329 451 -430
525 144 -56
296 448 215
293 412 845
115 426 737
565 377 -33
217 529 406
36 397 301
856 764 -105
513 741 -306
290 683 210
865 97 -787
345 792 360
389 661 577
628 329 -357
794 380 -36
696 18 -531
521 128 516
288 437 580
752 692 -737
822 33 -767
355 146 -389
218 795 -791
545 250 -527
591 275 -853
839 650 105
181 853 -924
84 194 23
294 617 158
291 239 948
788 69 61
735 22 -61
591 526 428
488 796 809
111 716 -680
779 108 99
864 592 -55
145 545 981
464 800 255
688 505 555
602 58 717
688 146 -627
332 8 -600
375 892 -382
60 666 658
332 884 263
780 821 -417
891 414 367
914 68 361
83 567 267
431 800 -463
660 912 -513
587 574 156
194 76 -16
51 544 260
445 699 198
648 858 -192
911 287 -754
749 290 -622
44 458 -935
4 313 -848
458 215 755
793 867 -523
618 521 -840
695 46 -321
289 512 -159
176 801 673
421 818 -780
351 166 101
812 342 316
661 669 -614
363 237 745
750 716 508
362 448 483
667 584 -371
733 143 -796
405 504 -84
548 855 -318
638 422 996
676 640 925
264 787 -345
53 689 397
601 742 -617
536 37 -560
189 387 -613
122 207 879
221 472 370
688 930 597
479 418 663
335 256 542
663 34 272
41 837 125
175 479 879
493 316 -698
682 388 -733
745 762 -351
929 461 -434
268 339 832
672 126 -775
636 553 -680
862 371 -441
874 151 -693
756 738 -505
23 532 648
621 311 48
793 142 847
570 282 -982
341 554 -877
437 757 -982
773 373 -216
897 702 -669
362 901 -868
789 497 -442
52 920 -358
780 203 46
556 565 -338
92 433 -639
4 887 -197
464 536 -109
98 639 -603
491 435 -900
570 93 -106
220 484 -739
315 389 117
899 44 516
65 841 -763
624 820 -80
591 708 210
848 470 287
156 500 620
326 357 667
824 277 245
744 134 929
270 175 679
724 758 755
263 720 -971
137 288 482
678 290 -944
418 70 -935
719 159 236
710 744 -174
238 612 -865
188 929 -254
217 147 953
835 211 -642
564 267 -566
633 154 445
560 627 931
684 38 57
654 568 -562
918 362 145
504 12 -102
277 890 421
436 794 -356
298 369 341
569 258 336
297 539 -692
445 773 -551
369 660 649
128 488 -329
673 765 650
316 409 898
717 151 682
291 93 409
328 907 -428
843 367 336
396 309 841
429 619 912
906 163 9
324 613 676
706 121 317
60 754 708
659 709 -77
26 264 970
605 125 101
877 645 -582
919 740 -583
611 666 154
833 34 -155
453 376 -598
150 783 671
287 576 -323
723 80 -240
682 89 217
104 407 -404
262 420 -435
825 438 665
113 228 444
668 160 -244
733 708 -129
462 897 673
127 871 522
422 127 818
597 437 -555
876 319 -981
490 449 761
406 548 387
9 781 -612
753 681 866
577 537 -144
315 933 11
166 102 687
56 171 -548
90 27 -20
112 715 620
434 356 300
589 780 26
237 820 885
356 679 324
707 704 669
18 376 -319
42 161 269
221 765 -93
125 6 -760
656 54 -870
802 38 -670
207 463 -737
642 512 -94
47 466 368
724 260 893
797 759 314
636 488 826
330 853 -654
615 844 -420
843 249 -447
634 551 -568
49 125 986
104 33 -442
933 441 832
562 531 631
721 850 769
201 258 606
243 653 898
581 513 806
827 826 -652
88 236 683
58 288 177
697 581 -562
80 286 543
59 78 -831
43 853 309
302 119 736
217 45 -562
389 142 -222
620 460 -953
34 290 -538
882 771 504
626 130 617
400 213 -283
690 761 -999
167 114 -768
203 133 -418
606 814 -409
453 276 739
859 542 793
745 549 -984
560 776 -197
755 603 524
430 581 -635
437 218 -442
786 76 327
254 459 448
369 804 201
299 176 710
834 477 -514
705 595 -213
281 102 567
611 443 557
750 446 -812
902 676 -311
528 448 526
173 397 406
87 662 484
352 42 -83
360 857 651
732 828 -127
913 593 257
631 221 761
36 931 475
430 45 626
697 502 168
716 197 395
437 579 834
478 445 296
193 792 294
164 622 722
141 847 365
62 668 -429
446 494 -516
903 258 -608
882 798 -713
14 49 68
576 470 665
207 342 188
636 402 987
600 215 -711
274 342 184
817 398 169
195 617 -548
206 134 282
918 724 -851
219 901 -194
32 398 -173
39 165 406
98 559 -5
856 705 882
388 137 763
131 618 255
719 204 308
312 900 -491
801 291 -513
315 482 -713
82 685 -245
136 218 43
211 414 -338
862 265 -739
111 716 531
439 148 110
551 22 696
416 133 368
874 74 786
384 549 166
850 75 521
572 410 200
446 356 -372
570 341 -299
183 902 966
664 412 120
782 385 248
26 81 -386
163 535 794
893 292 -548
473 81 -964
709 710 -917
359 743 -688
404 870 704
256 157 -37
574 642 521
587 612 609
128 155 166
308 491 702
889 854 -429
515 189 373
431 418 98
18 606 645
823 170 695
58 483 -187
639 238 -329
474 912 -985
424 636 -40
305 848 -163
10 57 -160
736 81 164
835 256 -317
185 91 -227
771 628 121
773 664 -180
917 70 -688
645 395 -667
634 371 855
225 72 600
475 701 -635
152 440 -365
553 827 -452
418 416 -262
188 340 473
823 693 555
85 133 608
472 766 69
80 789 543
114 115 348
153 882 -764
637 872 -147
904 594 692
276 552 -441
89 296 -963
127 862 145
335 194 542
710 600 453
765 867 -976
485 781 -978
164 831 431
593 810 492
30 104 -493
863 569 365
506 877 236
644 200 -657
557 696 612
393 836 527
768 357 -844
444 647 292
167 484 -144
642 314 -251
45 142 856
711 296 847
120 437 342
839 844 688
497 826 -873
449 361 253
59 528 -181
491 453 -431
253 49 540
265 877 379
417 809 458
842 475 316
834 743 744
690 386 511
227 417 -322
329 376 -946
683 100 909
744 329 412
535 457 552
714 87 79
850 134 636
522 526 -282
879 889 -703
201 841 -856
251 637 620
259 253 -291
609 510 963
759 706 214
657 784 447
673 557 593
555 356 -591
590 46 -63
92 329 -684
605 263 672
643 894 208
198 776 181
779 366 314
107 77 -560
459 730 330
253 918 206
471 450 -637
47 821 -742
381 434 910
797 370 -452
822 190 255
310 437 -542
863 98 421
664 501 -962
175 860 441
731 452 -460
369 605 -150
533 203 -467
11 156 -263
915 880 260
720 332 750
122 39 450
826 734 -172
322 51 973
882 459 -548
884 149 603
36 644 898
634 201 476
907 324 85
169 771 760
558 73 61
635 633 -746
635 113 184
828 905 137
867 851 163
30 739 233
80 24 691
611 456 667
737 361 -389
106 256 -963
155 276 -150
39 649 -450
469 885 -171
552 378 411
885 845 783
714 148 47
818 388 453
365 924 -511
208 665 724
767 128 310
81 298 385
641 174 862
406 198 -861
310 893 -608
803 705 -318
137 182 -256
222 541 107
37 927 565
505 697 155
316 933 223
301 421 -339
544 234 707
768 682 -431
152 541 -151
713 436 -795
389 772 -952
661 846 -532
114 572 407
644 216 -49
408 191 -258
615 643 42
304 841 -733
570 304 -780
258 42 187
321 627 762
886 299 646
763 320 -395
325 750 428
41 553 411
169 339 38
646 749 646
538 146 132
330 646 90
449 289 -123
36 258 436
190 169 96
139 708 -684
701 346 171
651 225 -65
114 119 -500
152 53 -570
591 39 -920
896 710 77
303 423 -10
104 443 -490
773 362 64
776 192 -169
174 37 693
92 332 -542
621 926 941
57 14 -919
590 222 206
70 291 91
558 629 -120
449 547 -584
833 464 194
340 168 143
175 804 -329
652 467 -231
104 559 -816
163 682 80
433 640 -965
607 690 670
225 879 518
299 443 632
335 925 -633
607 344 -645
46 320 -382
868 826 643
417 431 -53
354 486 -847
623 136 -152
556 323 300
158 761 -682
303 128 -827
796 736 694
448 341 993
612 52 -908
481 863 -381
301 446 -674
170 64 -640
704 221 815
16 162 -835
682 224 -306
108 58 -661
768 765 401
484 669 564
88 533 300
937 210 35
172 692 -537
135 788 -509
293 150 784
32 681 -25
109 464 -958
514 892 256
922 145 -808
222 213 174
411 767 542
104 711 667
306 846 -565
88 285 878
759 408 628
197 813 -434
113 382 -575
187 29 156
58 271 -402
714 175 -831
252 685 -441
773 13 -680
2 139 597
526 920 -784
74 801 854
540 102 538
917 292 543
63 531 782
117 848 340
92 610 887
710 261 174
209 336 -353
119 154 999
288 780 232
112 805 10
779 904 715
282 63 381
672 465 -636
491 784 -965
728 848 764
544 631 142
625 608 323
333 304 -389
637 532 -42
132 344 20
172 923 994
233 373 425
668 560 145
744 96 -646
585 76 401
486 107 909
793 132 781
643 883 -811
92 749 81
259 200 -720
188 927 237
674 477 -842
789 522 919
829 184 630
866 126 120
245 590 77
903 657 87
565 355 -400
500 804 606
834 292 -460
609 506 -325
89 544 384
918 351 -924
622 98 291
285 331 278
207 561 -961
465 612 -346
817 911
145 745 -922
699 225 -704
665 751 -393
239 626 -182
692 362 734
750 513 -243
97 108 928
489 707 351
609 760 -290
464 147 137
414 583 37
167 772 245
120 160 -330
659 407 450
394 82 496
784 212 442
309 302 -217
564 164 825
750 162 -341
86 447 -316
108 314 -190
710 565 -112
526 638 -245
112 594 805
536 26 918
501 750 -938
664 676 -117
809 546 -501
759 255 807
498 137 533
112 418 156
31 456 591
390 156 -996
610 180 -225
68 387 174
415 364 158
478 421 726
355 499 757
334 512 547
747 452 -539
414 285 385
338 265 583
34 803 -323
367 748 672
177 50 663
571 588 -782
654 54 222
542 423 622
27 356 389
446 451 -147
461 392 -187
36 710 891
686 752 133
90 669 -200
245 694 -556
369 405 866
116 331 -759
67 294 62
406 598 -339
232 404 263
710 770 -788
749 173 -218
161 433 -356
47 375 -581
483 577 -690
375 540 -173
630 691 -968
718 524 212
344 355 -123
786 287 -600
119 207 702
811 403 -994
269 721 488
142 503 134
609 693 -801
810 683 160
107 214 498
809 666 -569
259 791 145
801 265 -598
459 343 212
314 516 -815
483 421 308
572 680 278
543 107 -143
668 728 -791
587 725 52
489 511 -131
483 356 -287
93 537 39
800 372 882
587 791 401
186 609 -564
453 274 349
317 217 -293
606 1 116
16 689 -267
186 312 -74
222 264 -645
206 713 -653
84 279 -510
103 715 380
128 802 -105
234 57 191
364 679 11
297 699 -872
691 694 -124
94 2 -368
440 29 -334
274 729 -445
357 596 849
528 284 -920
389 204 231
171 248 770
597 195 -237
176 724 -11
295 693 390
5 661 -709
642 133 302
358 255 991
147 693 -252
150 462 585
513 801 -440
661 433 -45
523 130 497
638 528 -701
561 394 -758
348 561 169
319 135 -628
584 66 953
398 448 446
626 258 -426
564 456 -240
252 743 -520
23 94 603
537 25 942
645 348 143
106 665 114
817 560 -967
737 413 -215
325 738 -734
241 382 540
54 633 -113
388 731 -311
538 506 56
191 541 669
782 454 -853
516 486 -86
606 334 -801
99 155 905
681 746 -220
295 19 -924
708 728 -51
721 93 686
198 53 855
535 722 171
55 62 -923
277 798 -524
545 665 -431
620 10 547
501 8 131
470 549 267
777 774 -556
90 719 -969
576 718 601
5 11 820
712 651 892
165 228 870
140 10 766
774 144 651
186 794 514
404 246 -31
11 649 442
42 427 848
686 140 878
708 68 561
422 376 -23
678 131 391
106 55 215
5 542 -83
449 468 2
765 595 -559
685 592 334
635 510 -574
229 246 -336
611 265 432
52 774 -769
254 561 -114
77 489 -522
583 96 966
169 55 360
373 225 120
663 189 788
330 88 749
398 402 -848
284 212 -163
809 351 906
641 177 577
521 431 -652
248 401 -800
543 333 -701
560 716 824
65 438 699
31 236 646
22 39 580
492 576 324
655 169 893
552 540 -144
42 670 -971
317 154 509
69 26 720
36 237 -373
315 380 606
225 769 -924
660 540 -73
741 279 811
756 86 570
80 387 -227
452 345 -260
621 755 277
451 747 410
51 604 963
546 620 119
564 185 -858
57 265 -389
148 237 481
762 421 -798
206 263 83
65 123 970
59 323 240
467 558 -540
156 232 117
296 748 -492
694 11 244
482 462 -163
455 225 -719
217 50 688
307 149 407
480 723 -544
402 517 -788
517 425 48
271 734 -575
510 13 300
91 760 -888
465 311 429
300 313 889
473 495 0
12 434 747
632 681 945
426 587 43
186 382 802
468 369 -1000
34 437 811
524 428 199
488 32 -487
643 143 -903
407 25 54
770 608 -321
615 439 -729
422 276 72
237 12 686
60 658 439
93 547 786
412 432 -611
641 689 996
64 113 -459
188 748 -991
319 806 -301
347 80 208
449 656 -603
439 76 -329
660 580 81
385 329 14
640 224 -685
51 814 236
684 669 -912
789 500 373
117 796 207
515 752 -980
474 17 -916
21 451 242
474 622 81
253 75 -754
465 570 -485
496 724 -519
247 37 231
281 52 161
126 137 52
646 483 -53
737 120 819
512 808 -7
667 737 -262
389 63 862
684 424 579
517 812 -426
570 324 -670
693 491 -38
679 797 -220
437 400 -544
502 433 -856
26 620 -165
376 223 585
401 432 719
773 542 283
140 642 855
599 684 376
244 240 -48
414 810 988
775 332 -480
417 564 907
226 486 -988
301 618 270
518 671 -20
545 592 -777
414 317 -363
289 32 490
464 419 948
403 85 416
133 483 -974
626 169 -50
343 581 200
634 779 -644
791 436 748
319 636 483
722 214 301
118 392 817
731 581 -532
615 677 -375
18 135 -381
249 643 -784
421 629 909
107 464 -787
207 388 -548
294 499 753
252 503 -414
662 43 -803
751 638 401
340 160 275
274 751 357
128 797 -168
256 319 693
588 361 -210
536 542 460
538 714 61
208 410 -411
609 212 261
490 285 35
617 621 381
496 609 911
7 400 713
609 449 501
40 7 252
776 28 580
46 669 -520
566 453 250
273 679 -464
521 359 -541
437 738 867
5 185 -264
689 661 110
343 311 483
462 115 673
59 494 334
239 601 749
344 397 645
352 350 393
69 311 -322
263 646 -670
332 817 -175
310 114 -82
663 200 -262
594 326 -317
253 424 -763
269 518 322
165 69 -391
441 82 -346
90 442 735
484 85 -411
563 569 -981
158 737 -296
114 473 772
527 219 314
289 306 412
6 149 -876
781 48 -891
203 549 -426
206 363 435
558 757 324
455 223 744
220 564 -233
544 182 148
258 402 -271
217 132 903
679 512 -444
166 74 -672
424 657 20
39 638 512
78 761 -381
149 573 -55
230 317 737
654 762 -503
340 275 290
251 486 -129
99 518 125
495 210 254
635 496 -164
2 140 346
11 243 -448
165 313 -121
784 434 -463
619 289 -750
815 812 -901
101 512 381
333 657 231
703 103 -991
253 490 963
269 473 -773
425 561 283
726 97 871
309 693 259
581 515 499
565 60 415
599 715 -820
38 403 745
260 575 82
733 548 -353
776 642 849
753 303 952
758 220 658
184 361 836
429 772 279
65 426 -988
792 188 57
738 201 -698
796 78 -458
195 142 -357
245 87 659
491 720 763
499 334 -668
648 631 551
4 596 -948
20 331 147
139 405 489
354 243 104
352 368 758
731 238 567
691 606 -841
417 656 635
800 214 176
8 709 623
9 203 133
227 625 342
385 386 -769
706 268 -789
199 607 800
811 61 392
615 111 456
72 300 -420
592 343 -870
124 768 660
300 537 -191
428 47 539
160 574 -80
47 479 435
574 485 -288
476 35 -31
68 498 -207
810 462 -292
443 99 267
704 74 -117
608 399 605
765 143 -484
261 316 853
813 632 553
293 640 -86
350 707 511
797 307 509
467 62 -985
518 763 -267
801 362 -637
580 131 -660
752 81 702
681 724 373
648 35 645
449 172 -728
132 590 636
696 792 -476
44 438 -733
156 322 460
552 457 -256
357 800 -999
806 595 128
637 77 261
342 816 -856
417 777 393
391 485 -646
81 158 13
401 686 -335
639 752 31
50 159 627
411 27 -738
472 731 199
388 761 405
250 151 -658
147 320 373
641 133 -617
297 118 -673
517 314 -418
777 757 -692
150 96 771
320 58 679
763 42 -294
792 335 627
201 339 338
157 59 323
373 117 -966
671 205 898
480 105 236
580 664 -867
447 409 -593
106 56 31
542 400 -444
491 725 -883
638 418 -965
529 782 -97
781 412 -997
590 124 918
247 653 -392
118 89 431
436 469 732
443 114 160
127 696 701
193 357 741
530 11 -565
738 791 -82
120 141 -247
328 225 377
307 736 960
681 7 -732
335 638 38
590 146 -109
208 802 -461
797 599 854
613 194 763
465 75 -279
579 317 -12
19 58 753
187 10 832
62 118 698
110 395 -136
704 300 -138
147 131 365
577 700 939
525 85 769
628 268 -374
59 769 156
128 34 -677
307 200 -447
285 95 111
527 543 599
434 519 -675
518 288 -123
785 599 -735
386 230 804
164 597 -186
387 3 620
93 422 306
795 771 -743
79 678 -260
241 651 592
551 426 192
253 707 -144
786 637 -162
267 11 301
520 533 590
133 736 343
633 162 -780
334 47 345
572 323 525
671 599 698
60 793 770
583 21 -267
300 618 981
702 188 794
13 623 -91
590 420 452
752 442 -423
808 449 -769
708 116 -743
142 772 792
100 229 39
777 159 -994
467 683 -424
12 7 -603
463 601 640
691 714 -989
401 751 883
275 178 -187
723 1 383
41 112 -184
622 239 148
307 156 -95
445 777 -591
357 242 350
134 155 309
496 368 -54
425 624 518
410 122 428
332 198 567
286 455 775
27 817 221
207 370 -624
605 215 -620
337 12 -336
189 624 -566
647 762 955
8 423 84
730 333 -44
