19
938 1851
420 254 833
352 253 651
70 262 365
253 119 608
934 905 513
19 36 946
268 646 833
494 961 557
720 951 680
321 651 930
211 362 894
288 389 508
205 859 196
141 756 870
374 43 992
73 816 39
162 224 190
162 478 585
542 942 956
232 758 347
58 937 593
26 398 688
90 953 66
478 501 886
582 742 604
684 928 814
410 20 391
678 373 90
914 391 474
559 654 602
112 307 212
127 556 14
881 593 178
451 195 141
488 208 948
73 365 570
471 561 5
645 151 59
754 234 68
161 888 603
919 570 341
544 702 339
229 356 751
268 301 126
493 655 486
485 130 564
232 462 275
726 946 82
787 269 627
800 304 621
816 208 253
428 870 271
746 575 812
949 632 535
195 621 862
759 360 907
309 667 282
11 830 286
852 882 748
698 702 784
228 301 493
234 767 523
867 621 260
881 548 168
753 440 309
866 306 963
512 816 881
598 330 426
123 237 239
653 377 212
240 637 236
227 897 464
76 962 976
697 147 359
825 566 756
244 628 46
101 578 434
754 873 866
91 806 528
827 399 873
41 736 250
814 15 282
448 884 319
132 888 459
809 683 224
133 506 760
491 943 620
480 264 33
53 838 259
362 856 965
778 450 524
319 186 152
34 533 261
703 785 757
516 97 251
128 490 99
182 915 316
508 476 622
228 509 480
179 611 894
489 642 231
678 783 849
637 929 743
240 543 798
328 249 807
527 937 905
838 374 827
366 790 208
949 712 511
497 903 115
909 745 803
240 509 960
279 306 784
416 358 253
589 907 493
935 882 685
864 318 71
285 271 31
337 354 150
851 699 421
768 705 872
572 9 624
572 656 921
841 229 396
228 599 956
807 7 76
812 205 289
883 618 750
744 463 485
375 413 591
141 18 866
826 259 984
816 34 723
288 57 73
605 279 840
301 498 928
176 95 457
398 354 289
751 104 740
93 887 8
91 815 723
149 836 473
910 676 914
361 674 822
456 606 746
478 144 543
752 347 916
825 443 958
583 107 917
939 576 687
634 604 951
854 243 153
827 646 461
578 700 497
772 820 582
10 24 462
896 352 367
896 141 740
26 185 891
111 722 778
961 185 162
919 512 170
12 734 828
337 774 169
601 30 112
110 34 389
563 869 430
941 869 848
356 326 27
87 503 367
771 7 753
294 830 906
817 262 792
486 941 463
313 406 222
594 78 462
242 2 797
154 808 368
937 475 695
637 392 261
4 758 713
90 841 696
602 149 393
33 371 629
674 765 491
746 80 21
888 736 696
444 166 493
959 744 366
462 673 331
705 242 216
886 139 822
39 142 851
908 608 227
505 48 130
882 370 524
72 438 582
637 176 865
575 53 498
476 43 322
530 448 358
535 407 528
509 791 836
113 893 187
862 925 525
724 354 819
843 400 613
301 749 739
18 758 423
156 945 143
150 185 687
159 53 276
47 79 427
188 640 795
208 131 990
206 238 116
255 94 604
516 703 14
140 689 983
423 678 584
934 722 461
287 929 252
133 525 543
679 401 818
293 428 253
128 33 694
599 350 218
66 630 190
92 427 49
195 314 484
151 27 169
200 711 412
874 278 656
295 539 962
294 663 950
839 306 310
178 898 41
497 773 755
239 179 553
83 603 206
182 417 285
335 570 306
768 482 461
252 308 837
873 312 381
766 725 227
553 239 558
141 110 379
78 48 662
226 152 952
639 780 714
864 727 638
109 783 371
49 637 952
930 258 512
472 373 566
955 711 756
616 936 295
464 119 329
123 340 169
786 738 32
169 18 33
211 828 772
562 183 35
508 128 82
552 935 702
384 139 52
195 174 242
868 662 775
356 708 434
642 547 405
318 397 598
514 32 639
465 149 13
571 119 732
589 325 790
486 137 647
169 352 163
501 917 313
325 488 403
207 736 639
874 786 880
755 797 314
499 65 959
676 709 292
109 868 310
755 637 717
861 725 837
96 75 856
862 104 763
315 625 649
841 730 861
300 616 328
951 390 472
826 212 244
561 597 414
474 346 881
114 471 809
889 740 850
756 60 457
80 571 856
647 847 636
216 359 70
908 238 789
470 764 560
248 886 521
686 42 1000
85 345 603
751 816 937
786 317 854
260 798 898
431 340 988
939 48 808
59 149 355
439 962 90
371 171 788
67 629 449
466 107 942
760 93 809
694 379 636
278 674 213
910 167 337
273 582 89
445 379 399
71 23 69
114 937 297
835 316 922
336 407 426
318 248 434
443 437 114
703 937 902
51 209 661
663 296 968
812 456 193
658 295 751
212 883 344
475 778 452
229 178 643
238 619 108
548 29 797
479 161 705
512 175 509
881 918 816
401 64 179
523 625 506
503 477 670
771 628 101
636 663 838
129 202 481
919 187 414
428 873 86
380 670 368
307 937 861
216 856 229
511 623 767
440 537 569
35 105 53
601 526 380
317 38 434
9 562 717
299 871 550
100 33 934
423 101 249
94 274 556
95 17 450
600 914 325
334 26 231
631 379 490
165 487 843
412 628 94
594 59 651
482 907 267
240 809 411
385 924 943
286 283 22
543 296 232
369 351 783
700 327 508
942 931 874
808 186 568
638 228 620
208 960 898
420 296 627
757 240 804
681 221 429
488 553 221
619 859 985
723 147 894
689 605 913
130 251 282
336 806 578
935 558 470
433 472 556
249 197 111
308 434 581
3 330 292
502 483 350
914 356 509
261 398 771
330 288 636
231 582 102
206 410 84
928 139 885
950 45 248
7 446 174
746 78 60
554 888 935
515 273 957
803 776 809
675 678 534
750 755 510
837 91 992
589 903 109
156 786 633
230 263 519
398 440 816
883 876 269
404 588 369
197 661 40
608 383 889
391 298 664
822 7 152
906 528 14
557 175 973
337 264 299
593 906 69
147 26 779
226 264 595
586 75 433
747 928 892
921 276 877
806 779 922
431 600 627
157 562 762
208 234 558
657 27 4
500 160 899
363 113 267
534 670 875
760 192 592
236 122 291
939 597 160
761 356 566
707 710 8
277 872 364
441 95 955
166 862 153
181 853 183
836 878 414
781 426 70
806 54 747
382 943 22
627 89 463
773 189 815
396 100 187
238 215 837
728 825 309
162 195 275
44 917 400
826 775 275
340 137 574
667 139 661
736 784 738
344 13 495
470 586 682
329 879 955
587 718 728
769 921 317
96 940 61
165 793 82
85 574 405
283 191 871
791 341 64
546 70 521
215 600 232
818 563 714
75 895 124
676 534 518
519 666 376
200 660 139
282 718 458
271 34 47
124 240 469
585 191 911
127 868 191
28 250 627
738 737 709
648 286 701
82 310 672
490 452 100
633 128 417
697 117 719
107 695 741
117 522 4
23 302 6
29 458 420
398 261 584
53 937 560
889 778 881
951 122 521
815 474 408
563 600 737
21 782 323
595 343 124
880 425 754
558 583 538
385 511 514
811 281 488
350 921 985
594 235 141
139 247 504
398 268 929
737 250 866
425 746 81
754 579 156
118 659 228
173 874 607
794 705 423
499 930 240
621 722 354
244 477 637
805 464 167
284 956 864
461 846 214
37 795 917
610 250 649
211 475 43
895 348 330
600 444 424
635 711 596
402 721 606
5 352 533
270 703 294
871 530 895
708 488 978
657 197 759
707 868 144
293 826 42
577 593 868
537 892 362
66 239 939
812 558 104
57 129 294
159 13 931
199 148 68
856 735 541
26 501 26
906 824 891
535 440 604
455 627 493
446 199 525
811 913 458
345 572 430
180 960 612
251 90 675
621 792 221
278 562 408
419 226 153
446 787 7
467 179 381
874 62 600
657 725 653
226 393 986
877 646 882
876 200 462
938 37 647
131 137 724
493 550 78
850 205 127
255 34 306
776 799 960
413 738 302
37 13 41
426 266 257
606 24 411
552 325 337
530 54 436
128 849 498
46 92 700
308 463 69
560 764 477
245 637 876
871 44 177
249 95 356
525 377 200
495 478 627
750 740 753
467 597 167
934 821 756
963 103 906
896 910 360
702 28 255
851 156 640
903 741 676
204 155 140
791 874 384
927 454 944
425 914 885
636 520 409
2 933 699
867 327 824
30 287 379
606 951 321
922 681 623
674 647 654
261 143 227
962 86 526
40 874 745
178 10 564
682 805 689
802 551 279
962 610 248
358 246 138
249 930 79
722 355 716
303 382 330
508 706 601
733 667 972
193 376 123
260 397 734
162 920 744
863 47 937
71 707 474
868 46 428
139 920 273
350 657 789
752 478 358
498 197 468
277 341 628
909 55 699
962 758 359
87 761 468
217 343 621
917 418 721
448 804 698
434 313 270
142 370 816
290 14 113
431 688 397
500 252 297
588 834 40
235 548 102
888 807 14
407 354 526
686 422 745
80 526 19
839 459 936
643 721 358
864 47 46
900 448 420
730 484 196
401 917 929
276 580 706
643 741 771
908 733 661
341 792 210
373 625 532
753 51 842
145 353 108
838 297 992
653 566 550
29 525 449
737 549 302
934 781 772
206 818 496
536 836 799
341 337 503
933 535 357
427 216 813
534 891 156
520 338 121
145 545 781
705 451 727
830 610 954
40 639 497
588 391 641
35 762 733
818 282 710
418 515 336
956 516 264
237 247 513
496 902 90
455 742 335
804 180 258
135 424 964
442 428 124
449 630 391
107 901 940
89 532 42
690 170 31
235 361 660
936 853 818
289 802 840
906 923 234
700 260 895
734 874 220
561 101 995
312 220 874
731 3 54
359 250 144
112 506 876
358 277 341
791 761 385
673 805 589
629 681 794
580 324 978
783 905 486
671 538 279
286 331 223
565 935 211
454 371 791
926 758 494
948 608 45
528 791 26
630 788 96
390 322 390
929 428 208
173 314 415
164 496 991
497 25 311
366 586 890
791 472 768
957 169 956
342 576 78
891 322 799
278 899 396
666 924 51
453 656 830
70 753 745
291 940 813
109 702 767
384 278 368
11 243 475
626 566 674
577 127 884
537 906 976
712 359 529
819 84 567
456 519 740
141 542 105
699 506 869
374 733 138
98 858 107
829 927 617
123 171 700
772 939 370
18 546 388
884 316 875
623 40 230
719 305 498
360 510 971
427 859 277
689 768 125
713 570 278
273 317 734
679 481 553
8 306 673
523 1 516
547 901 60
106 529 951
245 299 46
866 216 309
442 526 279
334 261 563
632 250 675
788 505 163
602 828 130
600 937 673
72 638 254
942 562 763
711 893 280
352 744 46
933 519 907
509 381 884
240 645 512
68 204 541
363 733 891
916 943 517
95 814 337
356 822 3
643 420 179
138 281 528
889 746 851
534 286 317
574 283 116
676 177 875
52 380 515
299 63 142
148 569 877
303 308 655
60 177 835
131 320 597
785 400 491
903 235 525
23 672 650
228 652 636
498 177 207
541 688 303
456 195 77
118 618 969
805 875 232
888 169 494
329 581 587
212 349 985
176 505 86
601 553 580
3 275 65
196 92 713
139 148 42
291 247 319
28 637 123
607 764 426
355 193 616
949 804 951
748 739 50
789 399 809
838 204 270
21 840 412
946 511 919
572 568 107
441 55 437
264 480 383
87 177 68
231 139 789
509 749 562
773 249 234
804 800 614
566 577 176
196 401 821
420 135 447
268 191 107
700 78 882
552 290 215
555 757 416
543 501 109
573 348 285
36 229 288
439 563 350
203 728 557
938 173 705
592 153 672
549 298 786
663 296 759
903 475 71
873 483 278
286 397 317
699 126 908
519 738 815
749 915 340
944 565 424
154 543 914
408 165 212
516 815 740
962 17 449
474 267 532
247 712 879
149 63 917
627 558 975
254 656 468
340 95 276
352 904 683
839 225 581
935 726 912
48 387 26
343 131 254
894 962 485
550 509 22
511 46 49
936 946 191
202 300 911
792 616 149
620 284 863
441 49 735
453 538 525
935 365 365
131 951 956
164 83 293
391 117 175
96 20 964
117 614 804
720 206 654
651 669 596
449 926 45
805 23 853
540 291 289
859 4 842
222 558 505
785 35 398
189 470 70
590 69 151
338 962 525
683 520 77
721 342 263
205 714 625
555 402 502
336 117 884
222 944 170
945 195 592
737 494 433
312 505 400
376 415 421
941 417 298
303 613 515
87 477 78
593 662 344
834 926 932
226 870 953
959 303 757
559 762 495
418 389 932
778 905 351
529 186 632
415 434 617
953 60 618
61 261 144
115 765 907
1 553 390
188 133 598
243 255 744
775 266 333
702 800 632
878 176 433
251 444 24
168 82 754
711 938 427
651 646 379
799 303 967
673 242 84
470 304 721
713 730 695
376 732 937
948 183 229
761 40 452
673 797 553
792 938 912
714 87 394
310 629 312
235 346 694
662 772 179
300 567 70
63 200 657
649 704 179
704 739 18
354 608 66
139 935 937
684 265 819
76 235 85
506 144 47
200 636 387
677 519 647
846 909 523
821 654 866
386 656 139
196 603 830
257 950 283
445 713 560
475 215 615
615 502 359
81 345 901
710 309 444
296 72 985
277 254 509
854 558 930
225 208 405
190 657 703
526 197 547
100 119 320
652 803 750
137 831 318
888 439 393
691 497 116
615 299 7
671 612 402
294 189 888
210 744 618
656 819 362
401 446 861
924 68 489
157 596 397
76 665 270
694 673 23
898 383 297
439 657 837
180 691 812
649 793 728
610 183 636
801 745 342
598 713 12
137 389 966
678 665 360
693 79 614
304 291 802
73 326 411
944 231 74
680 128 726
944 426 326
373 763 837
705 84 93
696 612 80
779 865 367
896 956 295
822 689 298
268 898 488
161 529 273
341 396 526
381 745 384
292 302 440
234 511 903
190 135 297
58 352 177
8 368 859
155 562 5
88 686 958
816 710 310
187 924 405
899 944 415
389 442 109
304 463 782
206 512 802
632 651 531
322 404 622
826 344 957
413 57 898
539 156 744
552 868 313
320 575 29
104 716 555
614 97 357
950 241 417
783 52 377
864 9 654
770 168 96
183 469 509
179 882 404
439 56 618
432 575 567
144 762 87
111 299 608
746 294 653
900 398 252
795 805 760
19 170 915
725 437 161
69 257 918
333 43 925
722 483 367
477 543 704
853 794 631
701 330 433
44 721 448
305 579 212
206 656 459
254 444 713
632 20 59
63 540 695
839 958 500
336 122 762
12 421 79
309 155 245
465 302 607
44 176 318
164 44 795
642 244 314
466 737 346
507 756 50
427 179 742
781 356 260
534 444 936
961 948 757
662 765 486
306 761 849
61 490 903
100 66 216
747 860 64
769 564 30
103 647 31
86 182 966
647 156 199
131 42 15
192 34 420
248 357 792
509 227 993
88 327 681
136 126 197
514 936 47
27 187 647
821 762 775
686 464 483
133 533 712
208 187 757
443 653 887
453 566 569
442 288 546
302 534 870
442 509 193
735 425 402
281 470 227
590 219 59
875 338 414
407 533 880
746 303 557
825 24 822
310 744 644
311 934 86
276 130 54
142 961 717
259 255 368
661 268 391
83 111 391
721 58 826
407 170 299
231 686 832
776 669 155
293 424 707
851 277 966
364 12 647
565 353 840
167 498 188
269 126 288
69 897 122
125 415 329
813 298 996
129 558 390
22 700 832
587 304 25
876 370 54
575 401 849
319 195 98
918 250 380
190 605 420
528 825 384
671 135 985
635 790 389
558 475 523
163 132 498
601 500 615
322 448 722
880 186 215
81 861 439
29 732 700
251 502 458
445 114 818
927 553 406
158 783 366
473 541 925
870 83 596
575 844 18
151 516 251
812 690 166
914 643 155
638 350 714
456 487 780
725 32 855
911 708 895
960 77 901
577 527 766
258 448 825
692 189 223
305 789 24
730 312 940
111 41 252
170 342 226
787 11 34
674 86 839
901 331 974
852 143 624
558 684 896
536 275 502
513 842 704
498 661 299
480 339 231
9 30 145
467 948 164
350 948 912
525 829 173
578 263 269
408 474 726
362 633 709
364 211 521
853 318 720
265 670 211
163 299 34
514 550 873
109 475 582
825 727 590
196 496 663
908 881 519
394 478 311
19 865 312
449 195 441
211 212 289
99 161 85
944 811 726
283 292 855
329 679 817
523 653 559
34 538 306
606 793 247
106 291 960
415 459 145
463 533 565
855 243 331
523 630 355
542 367 152
691 726 5
266 753 792
820 292 554
433 41 573
885 520 692
324 716 281
256 432 776
806 687 16
152 877 389
902 243 596
538 71 618
952 755 842
75 513 746
274 512 137
791 787 630
392 939 805
844 525 107
854 526 358
250 111 194
590 339 169
294 477 154
261 738 7
824 531 83
761 453 29
792 762 351
840 898 740
640 567 804
562 858 75
44 470 4
766 963 660
481 233 434
559 146 572
216 82 240
517 249 378
640 250 103
555 507 112
107 349 167
772 677 39
478 489 884
23 92 283
518 913 232
941 959 266
894 250 971
579 146 431
546 768 214
371 710 104
233 580 220
495 75 335
84 34 370
428 425 421
16 175 350
568 758 874
377 936 846
395 425 925
930 209 568
455 699 561
957 692 368
51 614 211
589 58 37
182 775 388
302 578 64
250 241 32
166 202 418
264 809 13
513 479 68
218 551 564
113 395 885
642 893 323
307 853 428
493 357 532
367 185 896
825 338 451
838 229 671
104 373 956
129 696 161
793 750 245
867 812 304
400 288 966
899 806 137
103 821 373
720 373 327
283 645 630
79 662 542
727 377 585
698 871 97
189 534 431
177 106 442
318 664 721
427 255 817
199 96 293
439 158 706
237 640 470
820 340 500
881 581 916
9 262 67
358 673 628
450 501 361
433 688 350
951 865 498
392 640 804
521 250 500
937 221 606
951 149 726
96 210 478
252 35 995
165 919 237
659 413 840
884 450 175
304 671 543
533 9 637
99 405 855
746 959 810
223 809 424
515 909 839
739 171 402
838 180 93
156 54 542
262 667 318
400 24 243
978 1735
282 598 88
633 245 505
793 540 423
384 115 525
467 585 758
683 341 771
873 388 298
356 621 889
237 58 61
565 417 38
604 393 149
468 240 918
159 133 558
674 446 983
711 921 922
587 70 142
761 301 33
29 790 795
977 785 147
209 274 953
7 45 203
604 816 306
143 887 816
560 54 629
647 942 217
340 459 297
15 677 438
529 232 50
861 81 758
928 93 580
878 358 724
99 762 198
171 606 887
111 429 854
9 570 343
36 252 298
492 399 982
817 701 799
479 480 670
70 667 902
610 115 161
424 693 547
120 733 678
240 380 462
613 758 676
435 830 677
391 239 411
42 117 246
458 365 918
470 893 364
648 321 568
636 378 988
923 456 508
358 628 128
709 532 971
787 678 864
254 171 83
794 543 620
775 935 719
215 276 60
462 845 366
894 18 305
603 605 874
83 251 625
597 70 662
264 44 754
669 661 78
119 295 277
506 121 589
49 152 425
954 642 861
866 172 784
439 843 570
87 791 477
441 584 301
732 218 523
674 187 55
51 83 672
781 246 293
6 107 605
560 853 383
185 554 174
769 405 873
584 349 443
828 439 678
156 232 361
166 651 575
723 120 236
495 6 805
44 96 951
671 546 917
20 836 997
871 639 681
28 328 903
408 164 122
695 2 169
650 775 316
237 294 893
941 636 707
894 752 433
257 10 839
616 889 86
658 919 44
219 556 246
593 974 826
557 410 161
416 433 580
816 808 678
841 124 615
243 427 597
205 904 825
517 463 149
872 698 807
945 708 541
193 10 895
146 639 470
7 152 243
63 652 925
40 833 465
780 896 617
963 255 648
764 545 842
63 546 866
470 920 883
250 565 758
898 584 119
753 280 296
477 820 668
726 770 772
340 516 398
528 296 253
150 660 191
108 771 969
572 916 705
80 549 243
708 310 6
323 121 427
108 526 863
401 580 284
181 415 80
160 295 525
428 701 913
265 639 302
643 33 87
55 870 94
808 418 307
802 512 211
969 518 380
41 276 596
398 875 872
66 46 949
820 145 341
935 326 967
238 965 691
162 159 586
671 729 870
535 713 13
1 228 434
288 647 93
460 491 14
650 382 452
458 764 691
573 968 587
478 103 564
916 786 980
968 877 450
294 851 293
895 807 273
712 326 80
307 473 9
945 702 21
9 504 558
675 801 165
184 270 181
358 971 868
639 753 360
139 817 249
540 126 519
39 471 77
587 664 284
776 753 755
15 111 930
960 662 890
323 467 927
148 708 777
914 411 708
114 532 487
719 841 388
508 249 991
482 681 452
163 905 415
303 900 347
239 369 849
682 77 587
289 817 427
578 619 367
950 898 64
742 392 847
713 226 389
98 865 401
75 936 629
913 291 134
373 741 275
373 798 281
562 639 212
583 363 459
157 758 955
135 302 969
255 572 436
542 801 206
179 116 917
117 834 11
841 45 506
622 319 418
274 792 45
832 365 252
872 613 253
685 661 361
228 469 225
291 182 18
645 927 249
718 701 132
641 688 318
596 43 558
641 609 726
163 539 199
708 837 326
742 643 544
278 682 217
393 40 824
98 378 739
863 938 605
922 156 939
570 607 356
244 761 637
944 868 560
784 780 980
435 960 607
764 622 229
287 929 111
304 969 141
812 306 303
179 209 16
371 178 452
335 721 606
339 514 496
134 493 19
700 391 54
386 629 315
471 473 991
877 623 693
183 743 86
661 884 553
207 342 367
487 170 859
222 664 430
176 687 186
142 945 160
94 80 278
79 65 581
355 847 996
785 623 931
179 598 213
25 38 699
11 377 411
85 931 208
673 867 773
777 84 575
37 161 324
54 949 364
83 832 599
401 68 763
230 789 879
799 246 794
664 161 171
190 384 185
9 209 972
357 499 103
969 236 357
353 405 330
148 96 976
699 912 225
49 895 819
566 606 25
900 111 279
62 529 774
58 586 2
491 255 573
684 779 880
618 881 726
601 531 433
951 775 856
139 362 671
192 240 759
591 398 299
419 94 595
482 813 928
301 433 376
282 659 348
609 231 304
928 645 933
247 30 402
794 61 950
251 96 194
295 195 862
265 816 632
25 935 71
75 131 266
766 858 506
733 507 807
120 378 672
568 218 393
974 378 336
257 116 229
509 536 490
225 268 615
195 48 198
653 510 276
715 381 40
146 915 787
924 657 103
334 202 270
288 529 815
594 293 390
493 400 996
381 129 852
303 722 166
249 781 315
166 267 496
510 818 12
643 796 436
661 470 690
718 758 36
54 300 262
44 271 737
382 695 658
223 619 288
550 684 641
256 399 159
126 359 208
553 410 683
521 589 406
518 526 166
264 262 93
429 784 266
519 972 567
662 638 763
750 742 518
40 329 850
724 838 110
602 539 513
47 714 314
3 289 694
941 724 506
942 712 87
915 462 162
733 109 407
394 10 58
774 637 118
613 459 101
819 240 527
161 53 765
461 655 952
561 291 793
879 897 592
226 347 731
341 968 72
80 58 924
278 222 163
160 874 886
312 754 420
457 810 816
95 260 84
391 894 720
705 188 522
679 306 513
186 954 646
104 724 599
634 204 738
851 787 509
290 282 306
744 735 881
396 780 619
9 392 442
543 755 427
970 437 193
796 852 298
952 6 117
125 312 146
401 620 668
643 175 474
832 105 58
832 417 414
403 638 507
262 593 64
46 184 513
465 331 777
116 428 922
200 614 759
871 592 843
206 140 440
639 848 12
60 959 653
319 487 887
961 964 947
424 232 777
843 422 214
316 358 332
644 200 186
958 92 741
108 551 997
309 199 356
538 848 392
814 524 230
59 622 499
188 968 153
391 788 492
244 394 429
135 299 23
79 472 684
829 86 361
200 876 135
790 170 735
114 99 377
203 869 296
117 191 853
163 550 585
269 207 898
431 446 33
586 884 648
362 548 910
635 629 500
115 611 199
856 882 946
899 344 450
78 228 324
900 173 876
190 75 765
584 339 309
743 504 769
77 520 796
186 217 49
908 250 209
882 199 270
385 724 496
27 597 340
844 346 629
110 754 99
200 43 992
937 314 339
929 452 681
572 82 475
680 712 522
844 922 968
671 537 626
328 633 780
556 328 353
747 596 95
614 786 205
805 614 374
887 578 468
155 660 492
926 587 582
974 314 194
690 261 200
260 582 792
217 264 828
132 880 432
432 975 792
480 802 185
459 198 121
485 197 820
187 905 108
176 661 301
188 940 93
558 764 644
111 595 501
202 213 305
973 873 384
931 611 349
854 537 552
591 82 350
336 294 249
606 785 139
370 724 510
375 471 115
453 81 925
445 13 494
463 794 868
976 151 472
722 931 761
23 236 499
243 770 931
427 679 411
350 666 128
353 892 360
961 51 168
870 598 47
702 812 175
52 833 819
949 576 789
557 654 273
373 941 175
971 426 693
703 325 588
389 685 808
220 812 406
641 573 194
521 797 833
207 908 374
679 268 709
976 65 564
292 938 542
280 650 243
690 562 326
323 377 227
492 440 500
634 105 546
506 355 334
533 458 689
254 97 337
738 125 973
470 904 442
564 553 268
24 812 503
198 832 138
565 386 293
84 917 41
616 257 897
286 642 25
355 707 309
563 228 825
785 873 734
408 480 408
455 570 825
528 655 932
277 182 313
39 450 162
435 221 793
522 719 425
747 8 125
356 390 870
387 370 419
289 331 811
326 784 63
268 742 384
754 710 758
551 118 140
485 419 88
797 591 829
152 298 782
500 958 949
930 862 7
925 720 801
445 259 578
659 815 90
795 557 870
404 473 288
367 768 936
746 700 74
577 546 190
158 348 529
846 73 986
715 220 774
924 190 111
253 89 249
54 834 266
111 721 712
777 949 111
804 820 816
292 489 571
679 60 735
585 517 67
868 728 463
772 585 89
192 605 445
337 149 309
648 529 351
914 420 765
392 479 955
738 346 786
937 905 961
777 138 663
432 507 514
445 763 714
372 567 962
436 747 601
959 95 504
791 669 834
514 410 914
298 306 69
907 436 622
901 613 520
919 728 458
43 392 244
954 635 476
695 526 181
195 110 436
855 637 110
596 311 719
32 213 567
614 629 148
964 762 794
363 30 664
673 722 898
613 541 854
685 195 145
581 544 343
734 393 706
282 461 631
346 20 502
757 676 15
930 376 110
237 346 644
476 530 394
435 73 698
472 778 60
700 250 554
819 815 896
810 258 726
904 972 926
282 186 807
199 861 949
770 126 75
968 266 58
876 141 650
878 389 912
874 7 500
527 839 737
216 766 270
245 835 91
178 741 189
457 873 826
780 274 869
701 759 12
445 16 105
869 519 671
534 76 514
665 785 862
162 499 229
175 53 671
89 916 794
446 752 958
433 604 113
229 819 159
438 925 631
97 715 551
687 171 226
521 687 902
736 52 655
792 114 406
634 903 233
376 185 694
230 904 581
333 254 779
875 39 607
560 555 268
223 798 70
948 232 840
53 726 335
395 241 668
36 231 751
103 607 365
682 874 650
756 258 136
775 972 140
720 56 975
775 877 474
386 953 885
488 811 459
786 919 874
929 705 954
835 487 589
252 372 184
891 448 469
923 473 290
883 445 578
86 942 115
489 643 872
378 492 663
651 458 263
860 114 881
112 729 41
709 155 807
590 226 178
875 198 677
280 379 45
720 831 872
605 778 879
12 861 935
137 710 714
600 751 706
414 306 128
18 522 516
198 347 284
868 140 312
759 26 688
589 620 546
381 118 596
849 228 417
533 608 912
555 492 721
16 71 382
709 606 788
604 749 160
581 38 455
341 213 91
875 500 650
340 683 795
465 70 166
938 445 376
307 660 205
578 83 205
308 70 40
200 107 188
444 484 890
214 811 148
446 233 42
685 855 483
406 252 135
523 348 435
919 96 624
224 837 106
552 318 376
323 675 189
255 233 265
862 244 562
608 398 992
257 347 710
227 190 11
937 673 739
713 795 325
514 352 754
324 209 897
438 417 790
972 779 604
636 533 33
170 201 206
48 121 713
455 227 101
925 183 184
957 813 199
545 558 793
104 85 227
811 742 458
158 36 977
597 870 162
551 475 853
360 149 526
468 184 235
473 273 889
113 364 379
35 42 200
473 785 546
734 712 897
669 392 283
445 384 286
817 484 75
484 697 192
886 229 99
174 815 72
352 749 54
784 363 850
619 927 370
396 93 421
308 209 488
687 189 925
575 721 887
202 820 67
529 432 334
844 422 986
396 528 692
575 274 3
452 817 624
389 50 916
640 974 553
100 478 801
94 400 8
809 561 637
742 59 143
113 839 176
759 628 690
85 112 337
85 959 404
311 784 291
454 750 729
52 132 807
206 795 588
361 488 851
486 177 697
69 383 762
814 674 15
571 977 40
105 724 482
124 477 354
850 187 275
925 352 573
610 916 979
675 255 514
906 695 852
879 92 115
681 726 637
187 458 247
934 414 604
342 368 759
76 417 921
715 855 587
436 438 923
243 147 353
893 326 239
254 61 682
445 354 471
977 319 451
837 915 816
821 569 215
526 333 595
848 846 161
709 630 765
603 922 808
678 177 674
93 647 263
456 279 90
926 628 167
458 280 20
236 975 373
419 957 148
499 768 630
184 223 830
723 645 268
665 163 629
718 538 728
608 917 247
253 182 609
18 17 656
370 909 579
145 32 510
608 280 573
350 970 376
342 581 339
14 806 55
70 528 931
515 76 664
568 501 325
237 752 729
235 486 475
514 892 41
765 113 355
368 701 795
30 4 163
556 72 915
409 899 593
279 639 5
801 522 258
82 178 402
278 649 933
699 363 95
614 974 560
228 529 475
32 161 684
588 388 588
890 351 271
554 61 132
223 527 732
417 699 819
287 309 903
175 168 106
292 579 427
832 166 189
804 581 563
866 570 958
746 856 205
187 17 256
172 723 370
99 344 241
891 212 705
117 538 724
901 782 387
825 46 507
570 308 733
79 470 915
462 98 527
303 322 243
969 825 106
796 429 81
115 132 191
631 148 362
872 356 605
934 796 413
397 113 539
595 598 475
519 434 445
644 537 461
529 790 501
623 20 174
99 892 729
771 760 658
571 37 346
146 283 146
28 437 536
943 745 612
297 777 511
336 403 289
901 367 379
40 846 30
186 471 490
661 210 372
443 907 111
163 166 87
48 232 768
178 297 451
605 495 270
562 503 94
73 48 90
905 541 138
835 230 259
95 857 660
952 296 849
498 88 93
209 42 158
91 53 419
352 14 35
140 56 163
817 133 863
394 967 969
597 515 484
480 73 300
434 382 796
628 498 189
680 810 34
516 759 523
265 696 42
381 284 813
286 583 127
101 657 607
11 371 900
660 321 120
615 969 128
202 868 841
154 888 329
807 330 628
950 469 254
7 492 373
294 172 451
53 112 432
293 311 719
810 172 894
147 248 877
726 128 680
145 87 497
333 859 843
790 432 198
598 152 195
858 895 248
8 111 77
389 142 928
958 898 245
797 375 870
291 95 640
27 975 791
354 837 842
265 512 293
496 735 658
648 902 146
4 931 771
477 159 167
19 49 857
211 518 879
255 95 85
715 306 200
450 567 358
855 277 347
509 887 390
631 570 580
658 626 403
123 972 235
731 635 677
504 51 112
580 206 96
287 742 802
797 107 472
866 899 62
188 75 806
618 435 65
179 142 374
159 863 591
325 442 476
873 245 979
621 423 83
276 180 800
23 798 181
319 821 78
437 559 572
399 418 336
902 272 990
444 448 366
892 893 204
299 191 915
414 86 394
551 701 675
718 455 814
497 972 57
861 955 878
838 635 277
9 734 410
744 856 562
666 526 53
906 594 95
769 964 410
